,Pos,P+,Artist and Title,Days,Pk,(x?),Pts,Pts+,TPts,US,UK,DE,AU,JP,AT,BE,CA,CH,ES,FR,ID,IN,IT,MX,NL,RU,TH,TR,ZA,AE,BR,CO,DK,HK,IE,LU,MY,NO,NZ,PH,PL,SE,SG,TW,AR,CL,CR,CZ,EC,EE,EG,FI,GR,GT,HU,IL,KE,KZ,LB,LT,NG,PE,PT,RO,SA,SI,SK,UA,VN,DATE
317,118,+5,Shaboozey - Last Of My Kind,13,85,,1403,-60,0.025,33.0,,,89.0,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
318,119,-24,Luke Combs - Fast Car,462,10,,1394,-238,1.611,72.0,,,44.0,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
319,120,+41,Zaho de Sagazan - La symphonie des Ã©clairs,112,62,,1391,176,0.263,,,,,,,92.0,,36.0,,2.0,,,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
320,121,+8,Daft Punk - Get Lucky,2031,1,(x68),1386,-22,10.575,,,,,,150.0,,,,184.0,,,,,,,,,,,,69.0,12.0,132.0,,111.0,30.0,,60.0,,,,154.0,,,15.0,25.0,,,11.0,57.0,,55.0,40.0,24.0,41.0,50.0,,37.0,,23.0,,67.0,21.0,54.0,,10.0,21.0,,,2024-07-01
321,122,+61,Taylor Swift - Love Story,250,1,(x3),1385,276,1.169,142.0,58.0,,108.0,,,,168.0,,,,,,,,,,,,,,,,,53.0,8.0,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
322,123,-22,Keith Urban - WILDSIDE,4,93,,1383,-221,0.006,,,,21.0,,,121.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
323,124,=,Southern All Stars - Koi no Boogie-Woogie Night,8,86,,1368,-82,0.012,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
324,125,NEW,Shania Twain - Man I Feel Like a Woman,11,62,,1355,833,0.208,,46.0,,48.0,,,,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
325,126,+15,Mrs. Green Apple - Lilac,79,92,,1341,26,0.109,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
326,127,+107,Alvaro Soler - Te Imaginaba,2,69,,1340,463,0.005,,,35.0,,,,,,29.0,,,,,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
327,128,+35,Dua Lipa - Illusion,70,5,,1321,112,0.224,152.0,31.0,141.0,168.0,,,,173.0,,,,,,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
328,129,-33,Eddie Vedder - Save It For Later,5,43,,1320,-309,0.011,24.0,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
329,130,-16,JO1 - Believe in You,3,84,,1315,-220,0.005,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
330,131,-23,OneRepublic - Nobody,55,34,,1314,-263,0.094,,,,,28.0,,,,,,,99.0,,,,,,,,,,,,,,,,,,,38.0,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
331,132,+3,Mori Calliope - Go-Getters,5,54,,1314,-40,0.008,,,,,23.0,,,,,,,,,,,135.0,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
332,133,-3,Morgan Wallen - Cowgirls,52,97,,1313,-89,0.159,18.0,,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
333,134,-22,suis from Yorushika - Wakamonono Subete,12,85,,1309,-242,0.017,,,,,15.0,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
334,135,+39,Jessie Ware & Romy - Lift You Up,2,135,,1302,152,0.002,,54.0,,,,,,,,,,,,,138.0,117.0,,,,61.0,,,,,,41.0,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
335,136,+66,Gigi D'Agostino - L'amour Toujours,37,27,,1295,276,0.304,,,43.0,,,30.0,,,116.0,,,,,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
336,137,+3,Dua Lipa - Be the One,224,23,,1290,-25,1.741,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
337,138,-17,Kontra K - Erfolg ist kein GlÃ¼ck,12,71,,1290,-196,0.097,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
338,139,+32,Omoinotake - Ikuokukonen,141,94,,1290,120,0.196,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
339,140,-23,Nickelback - Photograph,3,117,,1271,-253,0.127,65.0,,,97.0,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
340,141,+15,Slimane - Mon amour,125,7,,1267,37,0.349,,,,,,,16.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
341,142,-36,Camila Cabello - HOT UPTOWN,4,44,,1265,-318,0.008,77.0,,,172.0,,,,79.0,,,,,,,26.0,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
342,143,-11,Adele - Someone Like You,2896,1,(x51),1260,-124,16.261,,,,,,,,,,176.0,,,,,,,,,,,50.0,,,130.0,122.0,,17.0,74.0,43.0,,,72.0,138.0,,,,,,57.0,,64.0,,44.0,33.0,,33.0,39.0,34.0,76.0,29.0,22.0,105.0,,15.0,34.0,64.0,4.0,,,159.0,2024-07-01
343,144,+36,Joost - Luchtballon,27,55,,1254,124,0.04,,,,,,,11.0,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
344,145,-72,Cher - Believe,6,73,,1249,-703,0.314,185.0,,,77.0,,,,131.0,,,105.0,,71.0,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
345,146,-67,The Weeknd - Blinding Lights,1405,1,(x57),1243,-636,9.686,,81.0,,197.0,,,,,46.0,,60.0,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,2024-07-01
346,147,+4,Roxy Dekker - Sugardaddy,86,100,,1241,-13,0.111,,,,,,,13.0,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
347,148,-10,Gianna Nannini - Silenzio,12,59,,1241,-100,0.029,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
348,149,+33,tuki. - Bansanka,231,81,,1241,116,0.331,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
349,150,NEW,"Will Smith, Fridayy & Sunday Service Choir - You Can Make It",1,150,,1238,1147,0.002,32.0,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
350,151,-81,Billie Eilish - What Was I Made For,355,2,(x1),1237,-805,1.921,,,,107.0,,,,,,,,12.0,,,,,,90.0,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
351,152,NEW,Elevation Worship - Praise,117,65,,1219,583,0.303,64.0,,,,,,,174.0,,,,,,,,,,,,27.0,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
352,153,NEW,Tom Odell - Another Love,516,21,,1215,810,2.249,,,156.0,,,,22.0,,75.0,,97.0,,,177.0,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
353,154,+24,Jelly Roll - Save Me,416,35,,1209,70,0.811,29.0,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
354,155,+41,Tokio Hotel - Home,4,83,,1203,151,0.005,,,34.0,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
355,156,+12,Moneybagg Yo - WHISKEY WHISKEY,18,55,,1197,19,0.028,21.0,,,,,,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
356,157,-3,"Kenshi Yonezu - Sayonara, Mata Itsuka - Sayonara",86,61,,1193,-48,0.126,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
357,158,-65,The Kid LAROI - GIRLS,4,31,,1192,-450,0.009,105.0,,,36.0,,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
358,159,NEW,YUNGBLUD - Abyss,22,74,,1186,1186,0.057,,,,,37.0,,,,,,,,,,112.0,,,,,,,,,,40.0,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
359,160,-14,Adele - Rolling In the Deep,2619,1,(x1),1183,-85,16.934,,,,,,,,,72.0,177.0,,,173.0,,,,,,,,,,,141.0,43.0,,,116.0,47.0,,118.0,74.0,134.0,,,,,,51.0,,72.0,,37.0,31.0,,27.0,44.0,,46.0,,27.0,,,16.0,42.0,,5.0,41.0,,173.0,2024-07-01
360,161,+4,Bruno Mars - When I Was Your Man,725,3,(x5),1173,-15,7.269,,,,,,,,,,,,,,82.0,,,,,,,,68.0,37.0,151.0,150.0,117.0,,,75.0,53.0,82.0,,,,,21.0,23.0,11.0,,6.0,,,,,11.0,,,43.0,,18.0,,,21.0,34.0,109.0,,,,,,2024-07-01
361,162,NEW,Miley Cyrus - Party In the U.S.A.,74,80,,1171,760,0.578,36.0,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
362,163,+13,Kocchi No Kento - Hai Yorokonde,5,133,,1170,22,0.011,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
363,164,+27,Lady Gaga & Bradley Cooper - Shallow,2022,1,(x154),1163,85,12.343,,,,,,,,185.0,,29.0,160.0,,,108.0,,,,,,162.0,,136.0,,,,,,142.0,,,,69.0,,,,,,,46.0,,71.0,127.0,,45.0,,31.0,,,,,24.0,,,39.0,,,11.0,17.0,69.0,,2024-07-01
364,165,-6,Bankzitters - Huisfeestje,23,100,,1162,-64,0.031,,,,,,,26.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
365,166,NEW,Taylor Swift - Anti-Hero,562,1,(x4),1153,500,3.064,146.0,68.0,106.0,141.0,,,,137.0,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
366,167,+26,Alessandra Amoroso - Mezzo Rotto,24,98,,1151,90,0.038,,,,,,,,,39.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
367,168,-8,"Aimyon - Wish I could see you, but",52,72,,1148,-69,0.073,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
368,169,-7,The Kolors - KARMA,24,74,,1144,-69,0.056,,,,,,,,,38.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
369,170,-20,Joost - Europapa,121,24,,1143,-115,0.238,,,,,,,10.0,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
370,171,-80,CÃ©line Dion - Love Again,12,12,,1137,-530,0.041,124.0,90.0,197.0,,,,,56.0,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
371,172,=,Cody Johnson - Dirt Cheap,26,106,,1133,-31,0.119,23.0,,,,,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
372,173,-31,Coldplay X BTS - My Universe,317,1,(x10),1132,-158,2.318,,36.0,,,,,,,,,,,,,,,,,,,,21.0,,,,,,114.0,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,2024-07-01
373,174,+11,Mrs. GREEN APPLE - Columbus,21,80,,1125,21,0.029,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
374,175,+45,Keith Urban & Lainey Wilson - GO HOME W U,17,27,,1101,165,0.038,80.0,,,51.0,,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
375,176,-27,Momoiro Clover Z - Renacer Serenade,5,93,,1083,-182,0.007,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
376,177,-8,"Majestic, The Jammin Kid & CÃ©line Dion - Set My Heart On Fire",49,19,,1082,-93,0.087,,24.0,,,,,,,,,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
377,178,-12,Adele - Set Fire To The Rain,1315,2,(x3),1079,-108,11.776,,,,,,,,,,189.0,,,,163.0,,,,,,,,26.0,,131.0,,,22.0,82.0,45.0,,,79.0,135.0,,,,,,55.0,,,,40.0,35.0,,57.0,57.0,,,,35.0,,,31.0,41.0,,16.0,,,,2024-07-01
378,179,+7,"Disclosure - Sheâs Gone, Dance On",12,35,,1069,-32,0.035,,44.0,,,,,,,,,,,,61.0,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
379,180,+56,GloRilla - TGIF,1,180,,1053,178,0.007,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
380,181,-47,Keane - Somewhere Only We Know,32,67,,1052,-307,1.009,,45.0,,149.0,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
381,182,+17,CeCe Winans - Goodness of God,32,59,,1047,16,0.295,83.0,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
382,183,-108,BENNETT - Vois sur ton chemin,329,15,,1047,-876,1.063,,,41.0,,,,71.0,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
383,184,-39,Morgan Wallen - Last Night,505,14,,1045,-230,1.55,57.0,,,138.0,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
384,185,NEW,Bon Jovi - Legendary,49,8,,1040,374,0.172,,,97.0,49.0,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
385,186,+2,Pitbull - Timber,504,1,(x21),1039,-46,6.888,,,,,,131.0,,,,,,,,,,,,,,129.0,,,31.0,,,,,,71.0,50.0,,130.0,155.0,,,4.0,24.0,25.0,,8.0,,,68.0,,8.0,48.0,45.0,28.0,,,,,29.0,,,,27.0,,,,2024-07-01
386,187,NEW,Carbonne - Imagine,6,125,,1038,263,0.045,,,,,,,52.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
387,188,+42,HYDE & MY FIRST STORY - Tokoshie,16,71,,1021,112,0.044,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
388,189,NEW,Ariana Grande - we can't be friends,115,1,(x1),1020,292,0.579,138.0,,,85.0,,,,116.0,134.0,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
389,190,-47,Loreen - Tattoo,466,2,(x3),1018,-268,1.969,,,164.0,,,,23.0,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
390,191,+27,Jelly Roll - NEED A FAVOR,432,35,,1004,57,0.879,47.0,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
391,192,-56,NewJeans - Right Now,11,28,,998,-353,0.027,,,,,49.0,,,,,,,,,,,,,91.0,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,2024-07-01
392,193,NEW,"Big One, Maria Becerra & Trueno - Cuando Te VÃ­ CROSSOVER #5",1,193,,983,437,0.003,,,,,,,,,,24.0,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
393,194,-15,milet - hanataba,77,56,,983,-156,0.109,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
394,195,-28,Sia - Chandelier,1347,3,(x2),979,-203,8.589,,,,,,,,,,193.0,,,,164.0,,,,,,140.0,,135.0,71.0,,,,,98.0,68.0,,120.0,97.0,,,,16.0,30.0,22.0,71.0,,60.0,78.0,110.0,,,,34.0,41.0,,9.0,43.0,18.0,84.0,,58.0,,22.0,,71.0,,2024-07-01
395,196,+7,Marco Schuitmaker - Engelbewaarder,287,82,,976,-37,0.616,,,,,,,35.0,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
396,197,-72,Billie Eilish - LUNCH,46,4,,964,-485,0.258,115.0,141.0,,114.0,,,94.0,87.0,124.0,,,,,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
397,198,NEW,Tim McGraw - Live Like You Were Dying,87,116,,964,214,0.195,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
398,199,NEW,Metallica - Nothing Else Matters,594,40,,957,329,4.062,,,,104.0,,37.0,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
399,200,-52,Bailey Zimmerman - New To Country,4,88,,957,-308,0.005,50.0,,,181.0,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
400,1,=,Jimin & Loco - Smeraldo Garden Marching Band,5,1,(x5),16783,-2863,0.11,6.0,2.0,25.0,24.0,13.0,23.0,,40.0,2.0,11.0,148.0,2.0,17.0,13.0,1.0,,1.0,7.0,11.0,,,1.0,2.0,,27.0,,,4.0,,,1.0,3.0,,1.0,12.0,54.0,1.0,16.0,,31.0,14.0,7.0,,,3.0,30.0,,12.0,1.0,,9.0,,1.0,,20.0,2.0,,,1.0,5.0,2024-07-02
401,2,+3,Coldplay - feelslikeimfallinginlove,12,1,(x1),12590,1681,0.143,44.0,1.0,1.0,11.0,,9.0,8.0,43.0,1.0,16.0,14.0,61.0,,6.0,47.0,22.0,,193.0,,,,23.0,,14.0,,8.0,,,19.0,13.0,,10.0,,17.0,,,,,,,,,,2.0,,,,,,,,,,,102.0,,,3.0,,,2024-07-02
402,3,=,Eminem - Houdini,33,1,(x21),12311,370,0.519,8.0,8.0,2.0,2.0,,1.0,10.0,2.0,8.0,,31.0,,,10.0,12.0,34.0,,,,,,,,11.0,56.0,27.0,,,2.0,2.0,,,,,,,,,9.0,,,,,,,,,,,,,,,,3.0,,,,,,2024-07-02
403,4,=,Hozier - Too Sweet,103,2,(x1),11675,600,0.915,7.0,12.0,17.0,4.0,,15.0,,5.0,21.0,,22.0,52.0,,97.0,20.0,69.0,,14.0,,22.0,,21.0,,15.0,,4.0,,13.0,,3.0,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,2024-07-02
404,5,+1,Shaboozey - A Bar Song,82,3,(x1),11324,429,0.734,1.0,3.0,15.0,1.0,,6.0,53.0,1.0,12.0,,,,,,,8.0,,,,2.0,,,,1.0,,1.0,,,6.0,1.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
405,6,-4,Benson Boone - Beautiful Things,166,1,(x31),11023,-1153,2.231,10.0,6.0,30.0,3.0,,14.0,48.0,6.0,17.0,12.0,8.0,,,14.0,,,,,,1.0,,4.0,,,,19.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
406,7,=,Sabrina Carpenter - Espresso,82,3,(x1),10483,-397,0.797,19.0,15.0,16.0,13.0,,32.0,21.0,14.0,42.0,10.0,4.0,49.0,,99.0,67.0,55.0,,39.0,98.0,,,,,2.0,,5.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
407,8,+3,Billie Eilish - BIRDS OF A FEATHER,47,6,,10286,670,0.381,21.0,10.0,32.0,12.0,,,,17.0,48.0,28.0,82.0,4.0,67.0,,11.0,,,24.0,,7.0,,9.0,,,,11.0,,,,4.0,11.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
408,9,=,Teddy Swims - Lose Control,359,1,(x5),9970,-539,3.09,11.0,19.0,26.0,8.0,,7.0,45.0,9.0,16.0,23.0,13.0,,,51.0,,,,,55.0,,,7.0,,,,23.0,,,,8.0,,,,4.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2024-07-02
409,10,-2,Disturbed - The Sound of Silence,1407,1,(x2),9842,-765,6.589,105.0,31.0,14.0,41.0,,26.0,1.0,23.0,4.0,4.0,1.0,,,41.0,8.0,21.0,,,110.0,191.0,,,,7.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,40.0,,,,24.0,,,2.0,54.0,,2024-07-02
410,11,-1,LISA - Rockstar,5,2,(x3),8773,-1608,0.072,17.0,103.0,,35.0,78.0,,,126.0,45.0,,73.0,7.0,32.0,100.0,4.0,,,1.0,24.0,,,3.0,,,5.0,,,5.0,,,2.0,6.0,14.0,,6.0,,108.0,,,,,31.0,,,,,,,63.0,,7.0,,15.0,,,23.0,,,,4.0,2024-07-02
411,12,+2,Cyril - Stumblin' In,229,5,,8255,-30,1.623,,198.0,4.0,10.0,,2.0,2.0,15.0,3.0,14.0,3.0,,,,52.0,17.0,,,,,,,,,,,,,,,,91.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,2024-07-02
412,13,+2,David Guetta & OneRepublic - I Don't Wanna Wait,89,3,(x1),7979,-249,0.719,184.0,17.0,22.0,17.0,,16.0,79.0,35.0,9.0,,5.0,,,,,14.0,,,,25.0,,,,13.0,,3.0,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
413,14,-1,Sabrina Carpenter - Please Please Please,26,9,,7734,-797,0.223,13.0,14.0,67.0,14.0,,,,18.0,,,,26.0,,,3.0,,,23.0,124.0,,,,,,,6.0,,,7.0,5.0,20.0,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
414,15,+4,Dasha - Austin,120,10,,7427,468,0.747,41.0,22.0,18.0,15.0,,3.0,14.0,27.0,38.0,,,,,,,,,,,9.0,,,,,,10.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,2024-07-02
415,16,+1,Coldplay - A Sky Full of Stars,2266,1,(x10),7214,-204,10.148,158.0,5.0,70.0,40.0,,,,54.0,28.0,163.0,54.0,137.0,45.0,38.0,29.0,,,,,192.0,56.0,80.0,18.0,,,14.0,,73.0,,,63.0,85.0,5.0,56.0,,8.0,12.0,10.0,46.0,15.0,46.0,15.0,,52.0,8.0,61.0,31.0,38.0,,7.0,24.0,,16.0,28.0,39.0,40.0,19.0,,,,2024-07-02
416,17,-1,Myles Smith - Stargazing,54,11,,7111,-404,0.377,30.0,4.0,64.0,5.0,,10.0,,16.0,88.0,32.0,,,,57.0,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,2024-07-02
417,18,+2,Artemas - i like the way you kiss me,99,3,(x1),6775,73,0.916,,127.0,7.0,49.0,,27.0,7.0,,22.0,25.0,17.0,,,16.0,,,,,14.0,,,,,9.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
