,Pos,P+,Artist and Title,Days,Pk,(x?),Pts,Pts+,TPts,US,UK,DE,AU,JP,AT,BE,CA,CH,ES,FR,ID,IN,IT,MX,NL,RU,TH,TR,ZA,AE,BR,CO,DK,HK,IE,LU,MY,NO,NZ,PH,PL,SE,SG,TW,AR,CL,CR,CZ,EC,EE,EG,FI,GR,GT,HU,IL,KE,KZ,LB,LT,NG,PE,PT,RO,SA,SI,SK,UA,VN,DATE
86,87,NEW,Coldplay - Live 2012,294,2,(x7),1886,1779,3.744,,5.0,,,,,,,,,,,,,,,,,,,,60.0,,,,5.0,,,,,,,,,,104.0,,,,,,,,,,,,,,,,,59.0,,,,,,,,2024-06-30
87,88,NEW,éå¨ä¸­ - FLOWER GARDEN,2,31,,1874,1874,0.006,,,,,6.0,,,,,,,,,,,,,128.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,2024-06-30
88,89,+27,Esteriore Brothers - Viva Italia,19,38,,1852,374,0.041,,,21.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
89,90,-5,Avril Lavigne - Greatest Hits,11,1,(x1),1825,79,0.053,,80.0,,,16.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
90,91,NEW,Coldplay - X&Y,180,46,,1816,1816,0.578,,10.0,75.0,,,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
91,92,NEW,Mark Knopfler & Dire Straits - The Best of Dire Straits & Mark Knopfler: Private Investigations,385,25,,1816,1263,1.352,,,68.0,36.0,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
92,93,+10,Prince - The Very Best of Prince,849,1,(x4),1815,276,3.49,,,,30.0,,,44.0,,,,,,,,,,,,,,,,,76.0,,68.0,,,49.0,25.0,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
93,94,NEW,BABYMONSTER - BABYMONS7ER - EP,68,5,,1810,1036,0.174,,,,,111.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0,2024-06-30
94,95,+67,Linkin Park - LIVING THINGS,1221,1,(x11),1808,597,5.911,,,,,,33.0,,,67.0,,,,,,,,117.0,138.0,,,,,,,64.0,,17.0,46.0,,66.0,,50.0,,41.0,51.0,,,,28.0,,,,91.0,,,38.0,,,,,,,,,75.0,,,,,,2024-06-30
95,96,-48,James Blake & Lil Yachty - Bad Cameo,3,48,,1795,-1270,0.007,136.0,,38.0,,,,,79.0,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
96,97,+69,George Michael - Ladies & Gentlemen: The Best of George Michael,947,13,,1783,605,1.957,,100.0,,,,,61.0,,,,,,,102.0,,43.0,,,,,,,,85.0,,80.0,,,,,,16.0,,,,,87.0,,29.0,,31.0,104.0,,22.0,,10.0,,,49.0,,26.0,,,35.0,19.0,,32.0,14.0,,,2024-06-30
97,98,-39,Michael Jackson - The Essential Michael Jackson,1242,12,,1759,-478,4.878,83.0,,,131.0,,,41.0,,,,,,32.0,,90.0,,,,,,,59.0,,,,,,,,38.0,,,,,,,48.0,,,,,,,,,,,,,,,74.0,,,43.0,,,,,,2024-06-30
98,99,+69,Shania Twain - Greatest Hits,215,24,,1703,529,1.124,,8.0,,,,,,172.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
99,100,NEW,Die drei ??? - Folge 227: Melodie der Rache,40,45,,1701,906,0.085,,,17.0,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
100,101,NEW,AC/DC - Live At River Plate,43,6,,1664,970,0.741,,,,,,82.0,,,11.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,90.0,,,,,,,,2024-06-30
101,102,=,Bruno Mars - Doo-Wops & Hooligans,3162,2,(x4),1628,85,11.019,,,,,153.0,,,,,119.0,,56.0,,,109.0,,,,,,55.0,,81.0,,25.0,,,75.0,,44.0,53.0,,,33.0,35.0,,40.0,,,,,86.0,,,,,,,,,,,89.0,,,,,,,,2024-06-30
102,103,+94,"Various Artists - Bravo Hits, Vol. 125",55,47,,1604,521,0.104,,,23.0,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
103,104,NEW,Coldplay - Parachutes,259,10,,1600,1465,2.498,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
104,105,-12,Beatsteaks - PLEASE,3,71,,1600,0,0.005,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
105,106,-12,INI - THE FRAME - EP,8,61,,1600,0,0.015,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
106,107,+37,Jason Mraz - Yes,1046,2,(x9),1599,285,4.143,,,,,,,,,,,,32.0,,,,,,44.0,,,,91.0,,,17.0,,,63.0,,,30.0,,,30.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
107,108,NEW,Sakurazaka46 - Jigoujitoku special edition,5,40,,1568,1568,0.014,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
108,109,+29,BLACKPINK - THE ALBUM,1215,1,(x10),1543,196,2.336,,,,,,,,,,,,48.0,,,,,,14.0,,,,,,,49.0,,,22.0,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2024-06-30
109,110,+14,Keane - The Best of Keane,22,16,,1538,143,0.327,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
110,111,-6,ç¨²èæµ©å¿ - åªè,16,102,,1538,0,0.025,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
111,112,+115,Jung Kook - GOLDEN,221,1,(x14),1536,572,1.114,,,,,77.0,,,,,,,,,,,,,5.0,,,,,,,,,,61.0,,,21.0,,,,,,,,,,,26.0,,,,,,,,,,,,,,,42.0,,,19.0,2024-06-30
112,113,-30,Zach Bryan - Zach Bryan,203,11,,1533,-242,0.485,37.0,,,81.0,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
113,114,+35,Jelly Roll - Whitsitt Chapel,332,26,,1520,239,0.669,35.0,,,49.0,,,,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
114,115,+16,CeCe Winans - More Than This,27,37,,1513,135,0.065,31.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
115,116,-1,å®å¤ç°å - SCIENCE FICTION,47,97,,1508,29,0.067,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
116,117,+60,Jim Croce - Greatest,188,50,,1480,323,0.317,19.0,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
117,118,-6,Various Artists - Fussball Sommerparty 2024,28,108,,1479,-29,0.041,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
118,119,=,TOGENASHITOGEARI - Togeari,66,67,,1479,29,0.09,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
119,120,+84,Macklemore & Ryan Lewis - The Heist,963,7,,1470,427,5.181,,,,137.0,,37.0,98.0,,71.0,,175.0,,,,,,,,,,,,,,,47.0,34.0,,,14.0,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
120,121,+46,Various Artists - Christmas Album,663,6,,1470,293,2.236,,,,,,,71.0,,,,,104.0,,122.0,,,,,,83.0,,,,,,,16.0,,,51.0,96.0,54.0,,45.0,,,,,30.0,,,,,35.0,,11.0,,,,,,,,33.0,59.0,,54.0,20.0,,,2024-06-30
121,122,-30,Zach Bryan - American Heartbreak,392,32,,1452,-156,0.908,25.0,,,78.0,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
122,123,NEW,Rammstein - Mutter,87,59,,1451,670,0.782,,,,,,,8.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
123,124,-56,Various Artists - Ballermann Hits 2024,42,54,,1450,-524,0.068,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
124,125,+58,Queen - The Platinum Collection,3671,1,(x15),1447,302,18.039,,160.0,125.0,,,,,,,,18.0,,,20.0,,,,,,,,,,,,,,,,,,116.0,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,2024-06-30
125,126,-37,Lupe Fiasco - Samurai,3,56,,1446,-265,0.007,14.0,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
126,127,+120,Elton John - Diamonds,1430,4,,1439,563,3.951,126.0,112.0,51.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
127,128,-24,Various Artists - Now That's What I Call a Summer Party,3,104,,1422,-116,0.388,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
128,129,-7,NewJeans - Supernatural - EP,10,101,,1422,0,0.014,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
129,130,+109,Adele - 19,1058,7,,1415,512,6.026,,,,,,,83.0,,101.0,79.0,174.0,,,,,20.0,,,,,,,,,53.0,,,,81.0,64.0,,,77.0,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,150.0,2024-06-30
130,131,+75,Skrillex - Bangarang,857,4,,1406,367,4.618,,,,130.0,,47.0,,,100.0,,,,,,,,51.0,,139.0,,,,,,,,32.0,,,23.0,,,,,,,70.0,,,,,,,,48.0,,,,,,,,,,52.0,,,,,,2024-06-30
131,132,NEW,David Hallyday - Requiem pour un fou,9,62,,1404,635,0.018,,,,,,,,,14.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
132,133,NEW,Zaho de Sagazan - La symphonie des Ã©clairs,107,43,,1401,769,0.35,,,,,,,13.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
133,134,+88,Muse - The 2nd Law,674,1,(x6),1397,423,4.104,,,,,,,49.0,,69.0,,148.0,,,78.0,,,85.0,,,,,,,,,,27.0,,56.0,,,118.0,,,,,,,,,43.0,,33.0,,,,,,,,,,,18.0,60.0,,,,,,2024-06-30
134,135,-10,Bernhard Brink - StÃ¤rker als die Ewigkeit,10,118,,1395,0,0.014,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
135,136,+4,kessoku band - çµæãã³ã,152,98,,1395,54,0.358,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
136,137,+62,Omar Apollo - God Said No,4,48,,1382,315,0.007,47.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
137,138,+27,BLACKPINK - KILL THIS LOVE - EP,812,1,(x2),1378,185,2.431,,,,,,,,,,,,55.0,,,,,,13.0,,,,,,,76.0,,,24.0,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2024-06-30
138,139,+14,Keane - Hopes and Fears,8,79,,1368,127,0.721,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
139,140,+30,K.I.Z - GÃ¶rlitzer Park,10,51,,1368,198,0.019,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
140,141,-8,Spitz - Yasashii Spitz A Secret Session In Obihiro,13,113,,1368,0,0.018,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
141,142,+3,Journey - Greatest Hits,545,34,,1361,52,2.394,36.0,,111.0,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,18.0,,,,,,,40.0,,,,,,,,69.0,,,,,,,,2024-06-30
142,143,+45,Taylor Swift - Fearless,521,1,(x6),1351,233,2.456,53.0,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,93.0,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,2024-06-30
143,144,+14,One Direction - Best Song Ever,548,8,,1349,127,2.976,,,,,,,,,,,,121.0,,,37.0,,,,,,,,54.0,57.0,,83.0,,110.0,77.0,,64.0,,48.0,,,98.0,,,,33.0,,13.0,,,51.0,,,,,10.0,,,81.0,,,3.0,,,,,2024-06-30
144,145,+29,Marc Anthony - 3.0,599,23,,1349,187,3.859,,,,,,,,,,37.0,,,,,54.0,,,,,,,,4.0,,,,,,,,,,,,,19.0,9.0,1.0,,2.0,,,,,3.0,,,,,,,,4.0,,,,,,,,2024-06-30
145,146,-14,Various Artists - Fetenhits 80's Maxi Classics,22,109,,1341,-27,0.074,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
146,147,-20,Mrs. Green Apple - Antenna,276,62,,1341,-54,0.442,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
147,148,=,Nickelback - Dark Horse,24,73,,1322,36,1.595,55.0,,,,,,,75.0,113.0,,,,,,,,,,,,,,,,,,30.0,,44.0,,,,41.0,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,2024-06-30
148,149,-59,Dua Lipa - Future Nostalgia,477,1,(x9),1315,-383,2.113,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
149,150,+11,haruka nakamura - Gekijyo anime look back original soundtrack,2,150,,1315,98,0.003,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
150,151,=,Various Artists - 2014 GRAMMYÂ® Nominees,1021,3,(x3),1309,41,4.141,,,,,,,,,,,,24.0,30.0,,,,,,,,,,57.0,,55.0,,,65.0,,,,,,,,,,,,,,82.0,,,,,,,,,,119.0,53.0,,,,,,,,2024-06-30
151,152,-23,Eminem - Curtain Call: The Hits,1104,15,,1292,-90,2.911,,85.0,134.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
152,153,NEW,Coldplay - Music of the Spheres,309,1,(x11),1290,1290,1.308,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
153,154,-36,Dirty Three - Love Changes Everything,4,70,,1290,-160,0.007,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
154,155,+8,Southern All Stars - Umi No Yeah,56,115,,1290,97,0.78,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
155,156,=,Peso Pluma - ÃXODO,10,67,,1283,43,0.017,57.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
156,157,+27,Morgan Wallen - One Thing At A Time,393,13,,1280,145,1.056,32.0,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
157,158,-4,"Various Artists - Fetenhits 80s Maxi Classics, Vol. 2",9,110,,1265,24,0.015,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
158,159,+34,The Angels - Ninety Nine,4,129,,1265,161,0.005,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
159,160,NEW,Be & croro - Self Vintage - EP,1,160,,1265,1265,0.001,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
160,161,NEW,ZIPANG OPERA - Rock Out,1,161,,1263,1263,0.001,,,,,25.0,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
161,162,-52,Bon Jovi - Greatest Hits: The Ultimate Collection,314,16,,1251,-260,1.237,,116.0,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
162,163,+35,BLACKPINK - SQUARE UP - EP,584,1,(x3),1250,172,2.389,,,,,,,,,,,,66.0,,,,,,12.0,,,,,,,75.0,,,34.0,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,2024-06-30
163,164,NEW,Roland Kaiser - Alles Kaiser,53,48,,1249,1129,0.367,,,62.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
164,165,+59,One Direction - Up All Night,1077,7,,1248,282,5.222,,,,134.0,,,,,,,,,,,44.0,,,,,,,107.0,93.0,77.0,,34.0,,,65.0,29.0,54.0,,,,,55.0,88.0,46.0,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
165,166,-45,Gianna Nannini - Sei nel l'anima,25,38,,1241,-186,0.089,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
166,167,NEW,Sheena Ringo - Carnival,10,34,,1241,1241,0.021,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
167,168,+47,Meghan Trainor - Title,731,1,(x3),1239,253,3.92,,,,143.0,,,,,,,,41.0,,,,,,,,49.0,,,,,,,,55.0,,33.0,93.0,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
168,169,NEW,Madonna - The Immaculate Collection,486,22,,1231,406,1.846,,154.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
169,170,-82,Taylor Swift - Red,2495,1,(x10),1225,-495,8.902,51.0,133.0,,,,,,55.0,,,,,,,,,,,,,,,,,,,,121.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,2024-06-30
170,171,NEW,Queen - Greatest Hits,3250,2,(x3),1217,784,15.932,,82.0,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
171,172,NEW,The Last Dinner Party - Prelude to Ecstasy,39,1,(x1),1217,391,0.146,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
172,173,-27,Various Artists - Fetenhits - Neue Deutsche Welle - Best Of,23,144,,1217,-73,0.376,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
173,174,+74,Mr.Children - Miss You,47,45,,1217,342,0.159,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
174,175,NEW,Elvis Presley - Elv1s: 30 #1 Hits,1282,10,,1197,458,3.159,,,,,,51.0,,48.0,,,,,117.0,,,,,,,,,51.0,,,,,,,,81.0,,,,,,41.0,10.0,41.0,,,,,,,,,27.0,,,,58.0,,88.0,,21.0,,20.0,,,,2024-06-30
175,176,NEW,B.K.W.H - B.K.W.H,2,170,,1193,743,0.004,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
176,177,+32,Nickelback - Get Rollin',103,1,(x1),1187,169,0.471,122.0,,,48.0,,,,74.0,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
177,178,NEW,Coldplay - Mylo Xyloto,2996,1,(x19),1187,1171,17.266,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,,,,,,,,,,,,,,,,123.0,,,,,,,,2024-06-30
178,179,NEW,LINKIN PARK - The Hunting Party,373,2,(x4),1175,496,2.755,,,,,,80.0,,,115.0,,,,94.0,,,,50.0,156.0,,68.0,,,,,,,,76.0,,,,97.0,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,34.0,,2024-06-30
179,180,-5,Charli XCX - BRAT,25,2,(x2),1172,11,0.122,45.0,93.0,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
180,181,+55,G-DRAGON - Kwon Ji Yong - EP,224,1,(x1),1171,259,1.976,,,,,,,,,,,,94.0,,,,,,65.0,,,,,,,20.0,,,25.0,,,118.0,,,51.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2024-06-30
181,182,+25,Various Artists - NOW That's What I Call Country Vol. 17,9,143,,1170,149,0.022,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
182,183,+12,NewJeans - NewJeans 1st EP 'New Jeans',335,2,(x1),1168,85,0.845,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,2024-06-30
183,184,-113,Madonna - Celebration,769,4,,1166,-743,4.258,,188.0,,,,,,,,63.0,,,,74.0,,,,,,,,,63.0,,,,,,40.0,,,62.0,56.0,,,56.0,,38.0,,,,,83.0,20.0,,43.0,,,,,,,45.0,,104.0,,,36.0,,,2024-06-30
184,185,NEW,Lainey Wilson - Bell Bottom Country,356,22,,1149,493,0.793,20.0,,,,,,,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
185,186,+15,Tors - Anything Can Happen - EP,1,186,,1148,86,0.005,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
186,187,-86,Crossfaith - AÐ¯K,6,47,,1148,-409,0.011,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
187,188,NEW,Soprano - Freedom,6,68,,1143,661,0.013,,,,,,,,,24.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
188,189,+31,"Romeo Santos - FÃ³rmula, Vol. 2",372,16,,1136,156,2.976,,,,,,,,,,51.0,,,,,56.0,,,,,,,,16.0,,,,,,,,,,,,,12.0,13.0,13.0,,13.0,,,,,9.0,,,,,,,,19.0,,,,,,,,2024-06-30
189,190,-73,Hozier - Unheard - EP,100,6,,1136,-326,0.332,61.0,95.0,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
190,191,+26,Various Artists - #Love,273,52,,1135,151,2.405,,,,,,,,,,,,47.0,,,,,,35.0,,,,,,,125.0,,,32.0,,,90.0,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,138.0,2024-06-30
191,192,-78,Olivia Dean - Messy,30,27,,1125,-354,0.089,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
192,193,-12,K.I.Z - Und der Anschlag auf die U8,10,68,,1125,-23,0.016,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
193,194,NEW,Talking Heads - The Best of Talking Heads,60,66,,1125,1016,0.617,153.0,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
194,195,+38,Various Artists - Running Hits,423,17,,1113,185,3.841,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,16.0,,126.0,21.0,53.0,,,107.0,27.0,,20.0,,16.0,,57.0,29.0,,8.0,,,,,31.0,,,,22.0,,6.0,15.0,,,2024-06-30
195,196,-121,RIIZE - RIIZING - The 1st Mini Album,14,6,,1104,-754,0.044,,,,,23.0,,,,,,,,,,,,,162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,2024-06-30
196,197,-55,Various Artists - NOW That's What I Call Music 117,87,78,,1104,-211,0.132,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
197,198,NEW,Joe Bonamassa - Live At The Hollywood Bowl With Orchestra,8,17,,1104,261,0.026,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
198,199,+14,Various Artists - Just the Hits 90s,264,96,,1104,102,1.049,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
199,200,-53,BEYOOOOONDS - ç°toãã¤ã¤ã¢ã³ã/Go City Go/ããã¯ã®æ³å(Special Edition) - EP,16,88,,1104,-186,0.037,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
