,Artist,Streams,Daily,As lead,Solo,As feature
861,Mary J. Blige,3573.8,1.57,2495.5,1959.3,1078.3
862,Kontra K,3572.0,1.23,3158.7,2200.1,413.4
863,Liam Payne,3569.8,0.587,2645.8,452.4,924.0
864,Fergie,3568.6,1.472,3009.6,1342.1,559.0
865,Vishal Mishra,3566.9,3.028,2703.3,784.5,863.6
866,The Marías,3564.4,9.239,2753.2,2703.0,811.2
867,Saweetie,3556.5,0.942,2215.8,1066.1,1340.6
868,Vishal Dadlani,3554.7,2.398,589.3,327.8,2965.4
869,Kylie Minogue,3543.7,1.596,3134.7,2796.4,409.1
870,Xavi,3530.5,2.881,3445.9,2540.6,84.6
871,Aretha Franklin,3526.4,1.137,3430.0,3210.4,96.4
872,Kevin Kaarl,3522.3,2.495,3491.2,3471.1,31.1
873,Andy Grammer,3515.7,1.16,3318.3,3087.2,197.4
874,Why Don't We,3514.8,0.848,3315.1,3078.3,199.7
875,Intocable,3513.1,2.099,3386.5,3379.1,126.6
876,Ivan Cornejo,3510.7,5.119,2834.7,2513.7,675.9
877,A Day To Remember,3505.7,1.255,3407.7,3397.7,98.0
878,a-ha,3502.9,1.992,3502.9,3488.1,
879,KayBlack,3502.7,2.464,2331.6,25.9,1171.1
880,FloyyMenor,3498.6,4.767,3073.7,738.2,424.9
881,Zendaya,3498.5,1.195,466.6,375.9,3031.9
882,Willie Nelson,3492.3,1.533,1662.9,1247.3,1829.4
883,Rag'n'Bone Man,3490.9,0.899,2405.5,2210.0,1085.4
884,DMX,3488.2,1.352,3062.1,2651.4,426.1
885,Shiloh Dynasty,3486.1,1.447,100.9,,3385.2
886,Sorriso Maroto,3483.2,2.69,2536.4,1639.2,946.8
887,Los Dos Carnales,3480.7,1.673,2514.2,2408.6,966.5
888,M83,3480.5,1.628,3455.3,3029.9,25.2
889,Mother Mother,3478.3,1.367,3478.3,3472.5,
890,Internet Money,3474.8,0.846,2882.8,3.2,592.0
891,Shankar Mahadevan,3469.8,3.605,1561.6,691.6,1908.2
892,Jessie Reyez,3465.8,1.271,1178.1,720.2,2287.7
893,Stephen Sanchez,3462.7,1.81,3462.1,2126.7,0.6
894,PNAU,3456.5,1.359,823.0,66.8,2633.5
895,Ken Carson,3436.3,3.576,3088.7,2796.5,347.6
896,Mabel,3431.5,0.51,2245.8,1830.2,1185.7
897,Gryffin,3430.7,0.853,2539.9,4.7,890.8
898,Falling In Reverse,3430.6,2.463,3430.6,3241.5,
899,Sin Bandera,3427.1,1.618,3158.7,3104.2,268.3
900,Shiva,3426.5,2.792,2128.6,1157.2,1297.9
901,Ashanti,3426.1,1.944,1292.7,1085.6,2133.4
902,Luan Pereira,3421.6,1.874,1284.1,110.2,2137.5
903,Rvssian,3421.0,1.538,2340.7,0.1,1080.3
904,Kelsea Ballerini,3412.0,1.163,2517.8,1984.3,894.1
905,Sunidhi Chauhan,3410.0,3.428,782.1,212.5,2627.9
906,Los Enanitos Verdes,3409.3,1.973,3246.0,3245.0,163.3
907,ODESZA,3407.7,0.749,3092.3,1185.7,315.3
908,Mötley Crüe,3407.4,2.754,3390.3,3349.0,17.2
909,Annie Lennox,3403.3,1.146,940.0,933.1,2463.3
910,Israel & Rodolffo,3401.0,1.452,3064.8,1459.5,336.2
911,Olivia O'Brien,3393.9,0.428,1771.9,1676.4,1622.0
912,Pedro Capó,3389.3,0.866,1858.9,466.4,1530.3
913,Beach House,3389.2,2.175,3389.2,3389.2,
914,CRO,3387.3,1.417,2884.6,2457.5,502.7
915,Marilyn Manson,3384.6,1.716,3282.0,3275.2,102.6
916,Ice Spice,3375.1,1.431,1723.8,1077.2,1651.3
917,Bethel Music,3372.7,1.574,3368.5,381.6,4.2
918,Sufjan Stevens,3372.1,1.461,3317.1,3209.6,55.1
919,Roxette,3369.7,2.59,3341.8,3295.4,27.9
920,John Newman,3365.8,1.262,1294.6,1200.9,2071.2
921,Pierce The Veil,3363.4,2.792,3344.9,2653.9,18.5
922,WALK THE MOON,3357.5,0.905,3353.5,3339.2,4.0
923,Powfu,3355.0,0.933,2824.2,244.1,530.8
924,Carla Morrison,3351.8,1.691,2624.3,2536.8,727.5
925,UZI,3339.2,1.55,2469.2,1773.0,870.0
926,YUNGBLUD,3337.7,1.458,2293.3,1734.3,1044.4
927,ANAVITÓRIA,3331.7,1.767,2858.6,1702.1,473.1
928,Bronco,3330.4,2.421,3263.5,3002.3,66.9
929,Hollywood Undead,3329.6,0.817,3286.8,3185.8,42.8
930,The Clash,3326.3,1.116,3326.3,3326.1,
931,Jesús Adrián Romero,3314.4,2.102,2880.2,2555.5,434.2
932,Thiaguinho,3309.2,1.326,2744.2,2360.8,565.0
933,Zac Efron,3300.6,1.126,1465.3,,1835.3
934,Odetari,3296.0,3.151,2721.0,1663.2,575.0
935,Murilo Huff,3290.5,3.268,2673.8,1353.9,616.7
936,Dream Supplier,3283.7,5.904,3277.7,44.5,6.0
937,YSY A,3279.6,1.814,2350.4,607.8,929.3
938,KEVIN ROLDAN,3278.2,1.242,2162.6,968.3,1115.6
939,*NSYNC,3273.6,1.427,3153.2,3000.1,120.4
940,MC Kevin o Chris,3272.3,1.286,1707.3,510.5,1565.0
941,John Lennon,3271.9,1.149,3267.2,2465.7,4.7
942,Of Monsters and Men,3268.4,0.897,3268.4,3255.2,
943,Diego & Victor Hugo,3266.2,3.699,2867.6,1403.8,398.6
944,Jon Bellion,3263.1,0.755,2430.2,2100.3,832.9
945,Silk Sonic,3260.1,1.204,,,3260.1
946,Rascal Flatts,3256.7,1.188,3159.4,3087.9,97.3
947,Sean Kingston,3255.6,1.874,2989.4,1891.1,266.2
948,Magenta,3253.9,1.595,,,3253.9
949,Naps,3251.4,1.017,2144.1,1083.7,1107.3
950,Camila,3247.5,1.868,3221.8,3022.0,25.7
951,The xx,3245.1,0.606,3197.4,3073.7,47.7
952,Mc Kevin,3242.6,2.186,1991.9,337.6,1250.7
953,Gloria Trevi,3242.5,1.67,2840.1,2464.5,402.4
954,Mike WiLL Made-It,3242.4,0.904,2185.7,0.6,1056.7
955,Background White Noise,3242.2,5.647,31.4,0.5,3210.7
956,Kany García,3237.8,2.098,2821.8,1542.6,415.9
957,Nick Jonas,3233.1,0.554,3041.0,1830.3,192.1
958,B Praak,3228.4,2.278,1844.3,714.3,1384.0
959,La Santa Grifa,3224.1,2.629,2915.8,2665.4,308.2
960,Grey,3222.5,0.652,52.1,11.9,3170.4
961,Louis Armstrong,3220.8,1.036,2442.2,2070.7,778.6
962,Mari Fernandez,3218.9,1.174,1608.9,796.9,1610.0
963,The Pussycat Dolls,3218.3,1.521,3009.7,1972.0,208.6
964,BoyWithUke,3215.5,1.347,3194.7,2656.3,20.7
965,S. P. Balasubrahmanyam,3214.7,3.557,1858.8,609.7,1355.9
966,White Noise Baby Sleep,3214.4,0.875,2715.0,925.1,499.4
967,Baby Sleeps,3213.9,5.715,48.4,11.3,3165.5
968,Westlife,3213.6,1.26,3121.0,2956.9,92.5
969,Casper Magico,3212.6,1.076,452.2,3.4,2760.4
970,Miranda Lambert,3210.7,1.05,2409.8,2195.5,800.9
971,LUCKI,3205.7,3.009,2972.4,2552.6,233.3
972,Goodboys,3202.9,0.838,144.3,100.1,3058.5
973,Sezen Aksu,3202.6,2.031,3099.5,3026.4,103.0
974,Continental,3198.1,2.704,11.3,,3186.8
975,Cavetown,3196.2,0.9,3151.4,3065.9,44.8
976,Pepe Aguilar,3192.2,1.312,2650.7,2060.4,541.4
977,Eden Muñoz,3192.0,3.58,2271.7,1537.9,920.2
978,NCT DREAM,3188.4,1.366,3104.8,3005.5,83.6
979,Queens of the Stone Age,3187.7,1.388,3187.7,3187.4,
980,Nile Rodgers,3186.5,1.424,33.9,1.0,3152.6
981,Jordan Davis,3185.9,2.034,3138.0,2418.6,47.9
982,BigXthaPlug,3184.2,5.539,2802.0,2363.7,382.1
983,Amit Trivedi,3182.8,2.775,2537.4,445.1,645.4
984,Two Feet,3178.4,1.026,3026.6,2949.8,151.8
985,Mithoon,3177.2,2.962,1721.4,33.8,1455.8
986,Tech N9ne,3176.9,0.823,2344.4,1195.0,832.5
987,LIT killah,3176.5,1.241,1531.4,366.0,1645.2
988,Salmo,3173.5,0.857,2037.3,1084.7,1136.2
989,RÜFÜS DU SOL,3172.1,2.493,3122.9,2779.5,49.3
990,Tego Calderón,3171.2,1.916,1809.7,1512.6,1361.5
991,Tedua,3153.7,1.01,2000.9,442.4,1152.7
992,Pineapple StormTv,3146.4,1.402,1017.1,,2129.3
993,Ofenbach,3145.9,1.163,2747.0,567.6,398.9
994,Boney M.,3143.8,1.642,2328.0,2234.8,815.8
995,MC PH,3143.6,2.607,858.8,4.1,2284.7
996,Colbie Caillat,3142.0,0.838,2148.2,2080.9,993.8
997,Gustavo Cerati,3141.6,1.586,2785.0,2683.6,356.6
998,Gesaffelstein,3136.7,1.726,1437.7,266.4,1699.0
999,Taio Cruz,3134.3,1.202,2869.0,1548.1,265.3
1000,Wallows,3133.3,1.551,3133.3,2073.1,
1001,Owl City,3133.2,0.955,3005.8,2062.5,127.4
1002,Shilpa Rao,3127.9,2.677,220.2,11.8,2907.7
1003,Ja Rule,3126.8,1.491,1935.7,391.5,1191.1
1004,Otis Redding,3121.0,1.028,2805.5,2756.1,315.5
1005,Lee Brice,3117.5,1.059,3059.5,2779.2,58.0
1006,Lata Mangeshkar,3111.4,3.339,1922.0,673.7,1189.4
1007,Ghostemane,3110.1,0.805,2723.2,2062.5,386.9
1008,Ella Fitzgerald,3108.4,0.792,2996.6,1447.6,111.8
1009,Tee Grizzley,3104.7,1.166,2655.7,1251.6,449.0
1010,Maes,3102.3,1.705,2197.7,1372.4,904.6
1011,Tina Turner,3097.9,1.384,2324.9,2281.5,773.0
1012,R. Kelly,3097.7,0.859,2337.8,1801.3,759.8
1013,Sleeping At Last,3095.9,0.9,3088.0,3086.2,7.9
1014,Two Door Cinema Club,3092.6,1.034,3088.3,3038.5,4.3
1015,Soolking,3092.6,1.293,2326.8,830.8,765.8
1016,Hombres G,3090.8,1.656,3002.1,2749.6,88.7
1017,Lauana Prado,3088.4,3.165,2587.3,1771.4,501.0
1018,Dimitri Vegas,3086.2,1.505,610.2,2.4,2476.0
1019,Jaani,3083.5,2.421,344.0,0.2,2739.4
1020,Sachet Tandon,3082.5,3.216,2386.9,297.4,695.5
1021,Gigi D'Agostino,3078.0,1.148,1301.0,1202.4,1776.9
1022,Eyedress,3076.9,1.809,2969.8,2175.2,107.1
1023,Jon Z,3072.8,1.659,886.8,296.9,2186.0
1024,Thalia,3072.5,0.943,2532.2,1173.1,540.3
1025,Chelsea Cutler,3072.1,0.519,1010.7,747.5,2061.4
1026,Sasha Alex Sloan,3066.4,0.883,2102.0,1937.2,964.4
1027,Pabllo Vittar,3061.6,1.153,1622.3,989.9,1439.3
1028,Yung Gravy,3059.0,1.053,2439.4,1534.6,619.6
1029,CeeLo Green,3057.7,1.151,1020.5,856.5,2037.2
1030,Tiakola,3055.6,2.296,1285.3,711.3,1770.3
1031,Kenia Os,3049.7,2.141,2203.9,1824.0,845.7
1032,J Alvarez,3048.1,1.628,1843.2,900.7,1205.0
1033,Thirty Seconds To Mars,3047.4,1.093,2977.1,2885.5,70.3
1034,Tony Dize,3045.3,1.418,2170.6,676.3,874.7
1035,Rich Brian,3044.6,0.846,1424.9,943.9,1619.7
1036,Dread Mar I,3043.6,1.708,2710.1,2710.1,333.5
1037,Lionel Richie,3035.4,1.486,2958.3,2364.8,77.1
1038,OFFICIAL HIGE DANDISM,3032.8,1.298,3031.7,3031.7,1.1
1039,ATEEZ,3023.9,1.809,2972.6,2949.0,51.3
1040,ITZY,3022.4,0.876,2977.9,2942.7,44.5
1041,Miky Woodz,3018.1,1.351,937.2,360.3,2080.9
1042,Regard,3015.0,0.61,2773.2,1527.0,241.8
1043,IU,3014.9,0.855,2628.9,1967.6,386.0
1044,Incubus,3012.1,1.331,3002.7,3002.7,9.3
1045,Nimo,3006.9,1.172,1698.1,738.7,1308.9
1046,Old Dominion,3006.5,1.395,2964.7,2910.1,41.8
1047,HARDY,3003.1,2.02,2216.9,1561.3,786.3
1048,Calle 13,3001.2,1.048,2841.7,2070.4,159.5
1049,j-hope,2998.8,2.93,2756.2,1775.4,242.6
1050,Lenny Kravitz,2997.4,1.625,2832.5,2820.1,164.9
1051,Samra,2995.2,0.686,1483.6,792.1,1511.5
1052,DENNIS,2994.7,1.646,2400.7,7.2,594.0
1053,Laura Pausini,2994.6,2.115,2729.5,2371.9,265.1
1054,Ana Gabriel,2991.5,2.116,2646.5,2545.3,345.0
1055,Rafa Pabön,2988.4,0.746,121.6,57.6,2866.7
1056,Tom Petty,2985.4,1.371,2938.4,2918.3,46.9
1057,Rahat Fateh Ali Khan,2984.3,3.183,1662.0,554.5,1322.3
1058,Kunaal Vermaa,2980.4,1.996,11.9,,2968.5
1059,Kungs,2980.3,1.145,2566.3,642.0,414.0
1060,Tracy Chapman,2979.7,1.425,2860.0,2844.6,119.7
1061,Dierks Bentley,2977.2,1.01,2764.6,2270.5,212.6
1062,Loud Luxury,2976.3,0.693,2685.3,80.4,291.0
1063,London Symphony Orchestra,2972.0,1.381,81.8,57.6,2890.3
1064,Mc Davi,2971.7,1.773,848.7,3.6,2123.0
1065,Selena,2965.3,1.581,2951.6,2902.5,13.7
1066,Dallass,2959.8,2.016,115.2,,2844.5
1067,Gemitaiz,2958.0,0.736,2166.4,839.2,791.6
1068,Beret,2954.6,1.245,2434.7,1672.6,519.9
1069,Vince Staples,2953.0,0.779,1800.8,1320.5,1152.2
1070,Agust D,2952.5,0.669,2952.5,2081.2,
1071,Ali Gatie,2947.8,0.735,2658.2,2430.5,289.5
1072,Hugh Jackman,2940.8,0.941,2038.3,54.2,902.5
1073,Bunbury,2940.5,1.857,2082.0,1576.1,858.5
1074,Yusuf / Cat Stevens,2935.8,1.137,2908.8,2876.8,27.0
1075,Kenshi Yonezu,2935.4,1.925,2761.3,2643.0,174.1
1076,G Herbo,2932.2,1.347,1607.8,636.2,1324.4
1077,Axwell /\ Ingrosso,2931.1,0.59,2931.1,,
1078,Louis Tomlinson,2928.7,0.474,2386.7,1767.9,542.0
1079,KALEO,2928.0,1.489,2928.0,2928.0,
1080,Toby Keith,2927.3,1.792,2857.6,2605.8,69.7
1081,Andrés Calamaro,2923.8,1.438,2137.4,2067.1,786.4
1082,Willy William,2921.7,0.828,352.5,310.8,2569.2
1083,Nanpa Básico,2918.5,2.432,2064.6,917.0,853.9
1084,Snow Patrol,2916.2,1.093,2916.2,2835.4,
1085,Lily Allen,2915.3,1.084,2327.3,2285.4,588.0
1086,Travis Barker,2915.3,0.68,94.0,,2821.3
1087,Bomba Estéreo,2914.7,1.365,1149.0,661.2,1765.7
1088,Armaan Malik,2911.6,1.725,1956.3,934.7,955.3
1089,Doechii,2909.0,5.529,2214.4,1897.7,694.6
1090,NATTAN,2908.4,1.492,2164.2,1168.5,744.2
1091,Purple Disco Machine,2906.3,1.592,2209.6,305.1,696.7
1092,Oh Wonder,2904.8,0.647,1488.8,1487.6,1416.0
1093,FISHER,2900.0,2.486,2095.4,1483.5,804.6
1094,thasup,2892.6,0.698,1608.1,739.1,1284.5
1095,Brooks & Dunn,2891.3,2.079,2573.5,2026.1,317.8
1096,E-40,2890.0,0.866,937.8,229.1,1952.2
1097,Cristian Castro,2888.6,1.702,2680.9,2473.6,207.7
1098,The Kooks,2884.1,0.982,2875.9,2837.3,8.2
1099,Desiigner,2882.7,0.309,2275.6,2078.6,607.1
1100,Karsten Glück,2880.6,1.355,19.8,10.9,2860.8
1101,KYLE,2876.9,0.359,2719.8,618.6,157.0
1102,KAYTRANADA,2876.3,1.698,2118.5,240.1,757.8
1103,TLC,2875.9,1.092,2541.8,2528.4,334.1
1104,Simone Sommerland,2873.5,1.419,2864.6,,8.9
1105,Matoma,2872.5,0.356,1553.8,13.7,1318.7
1106,Amaal Mallik,2872.2,1.969,1310.0,13.4,1562.2
1107,Die Kita-Frösche,2867.8,1.348,,,2867.8
1108,Rich Homie Quan,2866.1,0.742,1024.0,951.5,1842.1
1109,PEDRO SAMPAIO,2861.7,1.274,2204.2,755.4,657.6
1110,Bea Miller,2860.6,0.522,1737.5,1376.2,1123.1
1111,Mc Livinho,2855.4,3.493,1838.8,348.8,1016.6
1112,Summer Cem,2854.4,0.678,1513.5,531.6,1341.0
1113,Blueface,2848.9,0.521,1571.7,832.4,1277.2
1114,Dove Cameron,2848.0,1.453,2583.5,1177.5,264.5
1115,Stefflon Don,2845.8,0.664,596.4,299.7,2249.4
1116,RADWIMPS,2838.8,1.901,2831.7,2432.7,7.1
1117,Rvfv,2837.8,1.57,1988.3,407.2,849.5
1118,Natasha Bedingfield,2837.7,2.224,2386.1,2318.3,451.5
1119,ZZ Top,2835.6,1.404,2835.4,2830.8,0.2
1120,Jaymes Young,2835.0,0.768,2731.9,2597.7,103.1
1121,Cardenales De Nuevo León,2834.5,2.213,2833.9,2819.6,0.6
1122,Portugal. The Man,2829.6,1.092,2762.0,2490.2,67.6
1123,Hardwell,2827.4,0.643,2161.6,225.9,665.8
1124,Semicenk,2827.3,2.525,2778.1,1897.5,49.3
1125,Jasmine Thompson,2825.9,0.727,1258.7,1167.2,1567.2
1126,James Blake,2822.3,0.84,1468.1,927.5,1354.2
1127,Ado,2820.1,2.592,2635.8,2581.8,184.3
1128,Jere Klein,2816.7,2.736,1784.1,246.1,1032.6
1129,Harris Jayaraj,2815.6,2.649,2809.6,8.0,6.0
1130,Bad Gyal,2814.8,2.197,2031.8,899.1,782.9
1131,Kelly Rowland,2813.8,1.172,818.0,259.0,1995.8
1132,Pixies,2811.0,1.298,2811.0,2811.0,
1133,ONE OK ROCK,2808.4,1.477,2808.4,2663.1,
1134,El Komander,2802.0,1.335,2593.8,2529.3,208.2
1135,Quinn XCII,2798.7,0.439,2035.3,1349.1,763.5
1136,MAX,2797.6,0.563,1933.9,460.3,863.7
1137,42 Dugg,2797.3,1.319,1201.1,464.5,1596.2
1138,RM,2796.8,1.719,2025.2,1085.2,771.6
1139,Oliver Heldens,2795.8,0.631,1532.5,218.2,1263.4
1140,IVE,2794.4,1.643,2794.4,2725.8,
1141,Calle 24,2793.8,4.404,1803.3,346.9,990.5
1142,David Kushner,2792.3,1.648,2733.9,2723.7,58.4
1143,C.R.O,2784.7,1.507,1500.7,852.5,1283.9
1144,Trevor Daniel,2784.6,0.491,2427.9,2082.6,356.7
1145,Foreigner,2784.1,2.154,2784.1,2772.3,
1146,Ben&Ben,2779.6,1.12,2677.3,2504.5,102.3
1147,The Who,2778.4,0.923,2778.4,2739.9,
1148,Lil Tracy,2777.9,1.239,301.0,269.5,2476.9
1149,Lady A,2777.9,0.962,2646.3,2639.8,131.6
1150,NCT 127,2769.1,0.727,2584.8,2569.7,184.3
1151,Novo Amor,2767.4,1.689,2745.7,2207.3,21.7
1152,MAGIC!,2767.2,1.06,2500.2,2349.6,267.0
1153,Mc Gw,2764.2,2.91,53.2,1.1,2711.0
1154,Blur,2762.5,1.122,2762.5,2754.8,
1155,Andrea Bocelli,2760.2,1.239,2230.5,1036.4,529.7
1156,SAIKO,2754.3,1.868,1538.8,657.8,1215.5
1157,Davido,2749.3,2.56,1594.1,700.7,1155.3
1158,Turma do Pagode,2745.2,1.15,2592.6,1751.8,152.6
1159,Manu Chao,2744.2,1.824,2587.2,2426.0,157.0
1160,Tulsi Kumar,2742.6,1.973,658.9,168.4,2083.6
1161,The Jackson 5,2740.5,0.552,2726.5,2721.4,14.0
1162,SYML,2738.7,1.603,2549.1,2420.8,189.6
1163,Paul Simon,2732.9,1.067,2615.7,2489.0,117.3
1164,Johann Sebastian Bach,2732.4,1.363,2659.4,,73.0
1165,Simple Plan,2731.4,1.521,2716.5,2187.5,14.9
1166,Caifanes,2727.0,2.159,2727.0,2727.0,
1167,Beastie Boys,2724.5,1.019,2724.3,2592.9,0.3
1168,Tayc,2722.3,1.657,1952.0,1511.4,770.3
1169,fun.,2721.2,0.954,2674.7,1276.3,46.5
1170,gnash,2714.8,0.316,2414.1,560.5,300.8
1171,T3R Elemento,2712.3,1.294,2300.3,1669.3,411.9
1172,MC GP,2711.1,3.306,703.8,72.9,2007.3
1173,Zé Felipe,2709.9,1.382,1830.5,512.5,879.4
1174,A7S,2709.7,0.556,63.4,49.4,2646.4
1175,Greeicy,2709.7,1.085,1653.7,673.0,1056.0
1176,Ayra Starr,2708.1,2.411,1123.2,883.5,1584.9
1177,Danger Mouse,2702.7,0.864,243.5,,2459.3
1178,Taco Hemingway,2701.0,1.371,1633.7,1029.5,1067.3
1179,Toby Fox,2700.4,1.894,2683.1,2584.9,17.4
1180,Dardan,2699.4,1.575,1931.9,901.9,767.5
1181,AJ Tracey,2698.5,0.837,1550.0,859.5,1148.5
1182,Cher,2696.1,1.238,2629.0,2291.5,67.1
1183,Sofía Reyes,2693.3,0.503,1823.8,112.3,869.5
1184,Don Diablo,2689.3,0.636,1641.0,488.5,1048.4
1185,Nina Simone,2688.2,0.986,2686.6,2478.3,1.5
1186,Supertramp,2687.0,1.164,2687.0,2684.1,
1187,Rochak Kohli,2686.3,2.114,1447.1,8.2,1239.2
1188,Hippie Sabotage,2685.7,0.688,1987.2,1964.3,698.6
1189,Moby,2685.2,1.138,2271.7,1997.1,413.4
1190,Lvbel C5,2682.5,2.665,2083.2,1284.9,599.3
1191,Lykke Li,2681.6,1.244,2371.3,1537.4,310.3
1192,WIU,2681.0,2.342,1553.3,845.0,1127.7
1193,Daveed Diggs,2681.0,1.244,325.9,1.9,2355.1
1194,Banda Los Recoditos,2680.7,1.204,2635.1,2580.3,45.5
1195,Asees Kaur,2679.0,1.54,387.1,33.1,2291.9
1196,Bailey Zimmerman,2676.8,3.993,2510.4,2484.2,166.4
1197,Bibi Blocksberg,2672.7,1.079,2672.7,2670.9,
1198,Lofi Fruits Music,2669.6,0.638,2663.2,16.1,6.4
1199,Hindia,2669.6,5.502,2608.2,2244.8,61.4
1200,Ben Howard,2667.5,0.5,2665.1,2616.7,2.4
1201,Kate Bush,2665.6,1.421,2664.1,2662.4,1.5
1202,Megadeth,2663.6,1.457,2657.4,2639.4,6.3
1203,Nipsey Hussle,2662.2,0.773,2240.7,923.3,421.5
1204,Jamie Foxx,2661.1,1.032,701.6,167.1,1959.5
1205,back number,2650.2,2.421,2649.7,2648.6,0.6
1206,Evaluna Montaner,2646.3,0.928,92.7,37.7,2553.6
1207,Audioslave,2645.7,1.521,2645.7,2645.7,
1208,Kishore Kumar,2644.2,3.1,1876.3,1145.4,767.9
1209,Vampire Weekend,2638.3,0.635,2638.3,2507.9,
1210,Gotye,2638.2,1.314,2631.5,250.7,6.6
1211,Alvaro Diaz,2636.3,3.088,2007.9,555.8,628.4
1212,OMI,2634.9,0.815,2487.3,315.8,147.6
1213,Kimbra,2630.7,1.363,173.0,164.2,2457.6
1214,Kollegah,2629.6,0.528,2436.4,1511.6,193.3
1215,MC Tuto,2629.1,4.01,862.2,2.7,1766.9
1216,Teto,2628.5,2.048,1417.2,856.6,1211.3
1217,Conjunto Primavera,2625.9,2.422,2619.4,2540.7,6.5
1218,Alex G,2625.4,2.744,2625.4,2253.0,
1219,Gym Class Heroes,2623.4,1.09,2623.4,771.7,
1220,Gurinder Gill,2622.5,1.364,242.1,56.1,2380.4
1221,Salve Malak,2621.4,1.008,144.9,,2476.4
1222,Surfaces,2620.7,0.618,2598.7,2228.6,22.0
1223,Creed,2618.1,2.777,2618.1,2616.4,
1224,John Denver,2615.7,1.082,2607.9,2446.6,7.9
1225,G. V. Prakash,2614.8,3.414,2130.4,193.8,484.4
1226,Vintage Culture,2614.6,1.219,1352.9,26.6,1261.7
1227,Pantera,2614.1,1.975,2614.1,2614.1,
1228,Nacho,2612.8,0.447,1456.3,286.3,1156.4
1229,Olly Murs,2608.7,0.597,2544.6,1122.4,64.1
1230,Simone Mendes,2607.7,4.558,1453.7,1447.1,1154.0
1231,Estopa,2607.3,1.096,2239.0,2027.8,368.3
1232,Chris Young,2604.0,0.751,2450.6,1921.2,153.4
1233,Young Nudy,2603.5,1.124,1670.3,722.9,933.2
1234,Café Tacvba,2601.0,1.028,2341.2,2336.2,259.7
1235,Ashnikko,2600.1,0.991,2406.3,1387.1,193.8
1236,Ricardo Montaner,2596.5,1.354,2154.7,1900.7,441.7
1237,Hariharan,2595.6,2.562,1448.2,713.2,1147.4
1238,Hotel Ugly,2595.3,1.776,2595.3,2595.3,
1239,Leona Lewis,2594.3,0.618,2245.6,2053.2,348.6
1240,Duelo,2592.8,1.82,2447.1,2445.9,145.7
1241,Guaynaa,2589.9,0.585,815.3,360.2,1774.5
1242,Omar Courtz,2589.6,7.209,1340.9,407.4,1248.7
1243,Kumar Sanu,2588.6,2.885,1534.6,349.7,1053.9
1244,UB40,2586.9,1.202,2558.6,2365.8,28.3
1245,Sexyy Red,2586.7,3.285,1176.6,796.2,1410.1
1246,The Living Tombstone,2585.0,1.512,2513.3,1693.2,71.8
1247,Timmy Trumpet,2582.4,1.278,1457.2,25.0,1125.2
1248,Jungle,2582.0,1.708,2540.5,2150.4,41.5
1249,TOOL,2581.7,1.518,2581.7,2581.7,
1250,Thundercat,2579.8,1.104,1617.6,1274.4,962.2
1251,Aloe Blacc,2572.5,0.505,1082.5,1048.3,1489.9
1252,The Score,2571.6,0.74,2571.6,2422.1,
1253,Sandro Cavazza,2567.0,0.718,261.5,152.1,2305.5
1254,Montell Fish,2566.3,2.187,2482.5,2407.3,83.7
1255,Djadja & Dinaz,2557.5,0.885,2557.5,2510.1,
1256,João Gomes,2554.1,2.321,1972.6,1598.6,581.5
1257,Frédéric Chopin,2553.2,1.183,2548.1,,5.0
1258,Natiruts,2551.9,0.981,2388.2,1707.8,163.6
1259,Grupo Bryndis,2551.3,1.723,2512.2,2369.2,39.1
1260,Jenni Rivera,2550.4,1.057,2497.9,2264.6,52.4
1261,CKay,2550.1,1.048,2450.5,1371.3,99.6
1262,INNA,2547.1,1.911,1803.1,1166.3,743.9
1263,HUGEL,2545.3,4.393,1633.0,193.1,912.3
1264,Devi Sri Prasad,2545.3,2.414,2068.3,165.1,477.0
1265,Fabolous,2544.8,0.851,1497.9,254.7,1046.8
1266,Tori Kelly,2544.8,0.601,1757.4,1211.3,787.4
1267,Joaquín Sabina,2544.7,0.904,2124.2,2027.0,420.5
1268,Blondie,2542.9,1.165,2542.9,2523.0,
1269,Lauren Daigle,2542.7,0.925,2358.0,2323.4,184.6
1270,Patrick Watson,2538.5,1.449,1817.1,1740.4,721.5
1271,Max Richter,2537.5,0.796,2530.3,1339.9,7.2
1272,Tyla,2536.9,4.565,2390.0,1880.5,146.9
1273,Spice Girls,2536.5,1.0,2534.8,2525.1,1.6
1274,Dave Stewart,2536.1,0.897,52.3,7.4,2483.8
1275,Talking Heads,2533.4,1.088,2533.4,2533.2,
1276,Soulja Boy,2528.5,1.288,2066.4,1127.7,462.0
1277,Rocío Dúrcal,2528.0,1.451,2457.0,1948.9,71.0
1278,Bullet For My Valentine,2527.5,0.855,2507.4,2498.7,20.1
1279,Fat Joe,2525.5,1.101,1816.9,60.2,708.6
1280,De La Soul,2524.8,1.656,335.3,133.1,2189.4
1281,Seether,2523.2,1.118,2523.2,2515.3,
1282,Khruangbin,2521.3,1.425,2369.6,1650.3,151.7
1283,Belinda,2521.3,1.438,804.6,529.4,1716.6
1284,Mahalini,2521.2,1.704,2420.6,2183.6,100.6
1285,Ultimo,2518.2,0.782,2316.4,2314.1,201.7
1286,Bo Burnham,2515.6,0.626,2515.6,2515.6,
1287,Ed Maverick,2515.2,1.43,2239.3,1939.0,275.9
1288,Masego,2513.0,1.193,1975.9,731.4,537.0
