,Artist and Title,Wks,T10,Pk,(x?),PkStreams,Total,Region
2331,Sam Smith - I'm Not The Only One,48,,12,,14776,129656,Slovakia
2332,Sergei Barracuda - Déšť,6,,14,,38184,129379,Slovakia
2333,Pil C - Hocikedy,3,,26,,57903,129206,Slovakia
2334,Addison Rae - Diet Pepsi,5,,134,,28223,129127,Slovakia
2335,Dua Lipa - Be The One,37,,64,,6090,129093,Slovakia
2336,Imany - Don't Be So Shy - Filatov & Karas Remix,36,,49,,5739,129065,Slovakia
2337,Playboi Carti - CRUSH,2,1.0,5,,95863,128997,Slovakia
2338,DMS - Tlspng,9,,30,,26341,128798,Slovakia
2339,Kali - Ona,34,,64,,6705,128711,Slovakia
2340,Drake - Girls Want Girls,6,,21,,42012,128464,Slovakia
2341,Yzomandias - Hroby,6,,18,,39632,128430,Slovakia
2342,Kuky Band - Cigáni volajú,5,,145,,27037,128395,Slovakia
2343,Lil Dicky - Freaky Friday,12,,18,,15831,128274,Slovakia
2344,Mark Ronson - Find U Again,10,,28,,20263,128042,Slovakia
2345,Saul - Panoptikon,6,,41,,37723,127955,Slovakia
2346,Bad Bunny - DÁKITI,11,,125,,14525,127927,Slovakia
2347,Fifth Harmony - Down,15,,38,,11044,127925,Slovakia
2348,Neny - Valčík,3,,33,,57860,127642,Slovakia
2349,XXXTENTACION - the remedy for a broken heart (why am I so in love),18,,24,,17355,127562,Slovakia
2350,Skylar Grey - Last One Standing,7,,40,,24553,127440,Slovakia
2351,Kali - Náhody,8,,95,,18899,127201,Slovakia
2352,Ryan Gosling - I’m Just Ken (From Barbie The Album),5,,54,,31243,127004,Slovakia
2353,Galantis - Hunter,24,,64,,7395,126942,Slovakia
2354,Zayo - Usmev,8,,41,,26630,126926,Slovakia
2355,Ashley O - On A Roll,8,,21,,22458,126882,Slovakia
2356,Flo Rida - Right Round,6,,144,,23419,126826,Slovakia
2357,MØ - Nights With You,23,,42,,9818,126809,Slovakia
2358,Jess Glynne - I'll Be There,17,,43,,11502,126776,Slovakia
2359,Porsche Boy - true,4,,73,,37134,126713,Slovakia
2360,John Legend - Love Me Now,21,,26,,8697,126694,Slovakia
2361,Yzomandias - Kordylery,18,,22,,14413,126569,Slovakia
2362,Calin - Pretty Boy,4,,40,,39821,126350,Slovakia
2363,Adele - Water Under the Bridge,29,,53,,7005,126325,Slovakia
2364,"Daya - Sit Still, Look Pretty",34,,51,,5065,126293,Slovakia
2365,Mr. Belt & Wezol - It's Not Right (But It's Ok),5,,139,,28318,126234,Slovakia
2366,SUPER-Hi - Following the Sun,10,,129,,14448,126098,Slovakia
2367,Miro Jaros - Nech Už Nasneží,4,,93,,43805,125885,Slovakia
2368,Radikal Chef - V mojom BMW,8,,56,,23829,125841,Slovakia
2369,Post Malone - On The Road,8,,26,,29433,125568,Slovakia
2370,Zara Larsson - TG4M,27,,51,,7697,125543,Slovakia
2371,Demi Lovato - Tell Me You Love Me,18,,49,,11865,125435,Slovakia
2372,DaBaby - BOP,12,,104,,12960,125353,Slovakia
2373,Travis Scott - HIGHEST IN THE ROOM,7,,24,,27894,125262,Slovakia
2374,The White Stripes - Seven Nation Army,52,,132,,4625,125157,Slovakia
2375,Calin - Money On My Mind,3,,26,,66393,125138,Slovakia
2376,Loudz1 - Ice Baby Melt,4,,50,,42701,124992,Slovakia
2377,Dano Kapitán - Čistá dedina,9,,123,,14773,124972,Slovakia
2378,Sima - Flirt,13,,55,,14085,124966,Slovakia
2379,Rag'n'Bone Man - Skin,32,,73,,5122,124907,Slovakia
2380,Ariana Grande - Problem,44,12.0,5,,5034,124875,Slovakia
2381,Momo - Ja Som Bratislava II,9,,39,,21305,124865,Slovakia
2382,t.A.T.u. - All The Things She Said,8,,119,,17574,124855,Slovakia
2383,Yamê - Bécane - A COLORS SHOW,6,,165,,24444,124834,Slovakia
2384,Samey - vodopad,4,,29,,54233,124793,Slovakia
2385,Pil C - Modriny,4,,12,,50561,124769,Slovakia
2386,Yzomandias - KOLESO,6,,11,,39629,124746,Slovakia
2387,Lil Xan - Betrayed,20,,51,,8942,124634,Slovakia
2388,Rich The Kid - Plug Walk,15,,32,,13020,124581,Slovakia
2389,Viktor Sheen - Siri,5,,14,,47228,124021,Slovakia
2390,Billie Eilish - NDA,6,,25,,31745,123884,Slovakia
2391,Karlo - Grappa,10,1.0,8,,24380,123862,Slovakia
2392,BROCKHAMPTON - SUGAR,9,,61,,16393,123830,Slovakia
2393,Nicky Jam - El Perdón,43,,20,,5312,123810,Slovakia
2394,Camila Cabello - Real Friends,17,,29,,15858,123717,Slovakia
2395,Matoma - Running Out,33,,39,,5423,123462,Slovakia
2396,Chinaski - Milióóóny Přání,3,,55,,59373,123298,Slovakia
2397,Nik Tendo - 721,5,,19,,49151,123104,Slovakia
2398,Earth - Napořád,10,,126,,14052,122954,Slovakia
2399,"Rytmus - Bol, som a budem",3,,24,,75431,122910,Slovakia
2400,Ofenbach - Katchi - Ofenbach vs. Nick Waterhouse,23,,91,,6593,122884,Slovakia
2401,Fifth Harmony - All In My Head (Flex),22,,39,,7212,122800,Slovakia
2402,OneRepublic - Connection,15,,40,,11562,122560,Slovakia
2403,Musical Youth - Pass The Dutchie,7,,72,,21777,122553,Slovakia
2404,Zara Larsson - I Would Like,20,,30,,8728,122406,Slovakia
2405,Gleb - triko na hlave,2,,19,,84214,122403,Slovakia
2406,"Tyler, The Creator - EARFQUAKE",7,,18,,22029,122226,Slovakia
2407,Viktor Sheen - ice baby,5,,16,,45745,122148,Slovakia
2408,Flo Rida - GDFR,40,7.0,6,,7618,122118,Slovakia
2409,Calin - Chitarele,3,,27,,65262,122074,Slovakia
2410,Yzomandias - Necejtim Nic,8,,27,,27215,122019,Slovakia
2411,Sage The Gemini - Now and Later,16,,19,,9492,121937,Slovakia
2412,NLE Choppa - Walk Em Down,11,,117,,12019,121935,Slovakia
2413,Yb Wasg'ood - LUNA BALA - Slowed,4,,82,,33201,121903,Slovakia
2414,Sam Smith - I’m Ready,8,,40,,22800,121842,Slovakia
2415,Billie Eilish - xanny,9,1.0,8,,29707,121819,Slovakia
2416,Nik Tendo - Poppins,4,,58,,42739,121805,Slovakia
2417,Gleb - Hudobné okienko skit,7,1.0,9,,47445,121644,Slovakia
2418,Ariana Grande - imagine,10,,31,,19277,121500,Slovakia
2419,Sima - Proste Skvely,10,,69,,18368,121460,Slovakia
2420,Nevada - The Mack,22,,25,,8751,121342,Slovakia
2421,OSKAR - ASI,4,,40,,33878,121221,Slovakia
2422,Roddy Ricch - High Fashion,10,,73,,14224,121208,Slovakia
2423,Viktor Sheen - Vice City,4,,18,,49651,121094,Slovakia
2424,Rytmus - Povolanie Syn,30,,19,,9614,121047,Slovakia
2425,Justin Bieber - As I Am,6,,13,,34897,121047,Slovakia
2426,Charlie Puth - One Call Away,30,,26,,6905,121028,Slovakia
2427,Linkin Park - Lost,4,,43,,46261,120889,Slovakia
2428,Michael Patrick Kelly - Beautiful Madness,10,,127,,13516,120889,Slovakia
2429,Lil Baby - Stuff,4,,67,,36580,120782,Slovakia
2430,Eminem - Darkness,6,,15,,40696,120734,Slovakia
2431,Harry Styles - Daylight,5,,13,,45704,120691,Slovakia
2432,Playboi Carti - PHILLY,2,1.0,8,,86956,120577,Slovakia
2433,Gleb - TAKE OVER,2,,17,,84757,120395,Slovakia
2434,One Direction - Story of My Life,17,5.0,8,,44238,120306,Slovakia
2435,The Chainsmokers - Side Effects,14,,36,,12587,120261,Slovakia
2436,Matt Simons - Catch & Release - Deepend Remix,41,,47,,4788,120147,Slovakia
2437,Childish Gambino - Redbone,23,,48,,8599,119864,Slovakia
2438,Radikal Chef - Savage Queen,8,,64,,22669,119829,Slovakia
2439,Meghan Trainor - NO,22,,17,,10142,119735,Slovakia
2440,Sima - Nevolaj Mi,13,,66,,12704,119713,Slovakia
2441,Zayo - COWBOY,7,1.0,9,,36576,119539,Slovakia
2442,Tiësto - Mockingbird,5,,163,,25938,119513,Slovakia
2443,Astrid S - Hurts So Good,28,,45,,6509,119507,Slovakia
2444,Becky G - Shower,39,7.0,6,,5548,119371,Slovakia
2445,Ektor - Pull up,5,,73,,28518,119230,Slovakia
2446,Yzomandias - NEROZUMÍ NÁM (2soft),6,,32,,34362,119144,Slovakia
2447,PARTYNEXTDOOR - BELIEVE IT,8,,44,,21957,118958,Slovakia
2448,Avicii - For A Better Day,42,1.0,7,,8089,118878,Slovakia
2449,Ego - Vozíme,11,,131,,13534,118858,Slovakia
2450,Migos - Stir Fry,13,,31,,13003,118823,Slovakia
2451,Gleb - PODOKNAMI,2,,20,,83738,118739,Slovakia
2452,Miley Cyrus - Used To Be Young,5,,51,,31258,118591,Slovakia
2453,TV Girl - Not Allowed,6,,163,,20479,118483,Slovakia
2454,Zayo - NAYSON,6,,22,,35418,118447,Slovakia
2455,Saul - Tiché Vody,3,,33,,61077,118244,Slovakia
2456,Skrillex - Purple Lamborghini,30,,36,,8322,118013,Slovakia
2457,Echosmith - Cool Kids,31,1.0,10,,5473,118012,Slovakia
2458,AnnenMayKantereit - Tom's Diner,6,,49,,23023,118008,Slovakia
2459,Viktor Sheen - Ape Song,3,,21,,66060,117930,Slovakia
2460,Taylor Swift - Delicate,14,,28,,13550,117779,Slovakia
2461,Manu Pilas - Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist,10,,87,,14064,117769,Slovakia
2462,Katy Perry - Swish Swish,21,,35,,11563,117694,Slovakia
2463,Maroon 5 - Maps,42,2.0,8,,5605,117621,Slovakia
2464,Drake - Controlla,31,,51,,5295,117517,Slovakia
2465,Demi Lovato - Body Say,21,,39,,7102,117431,Slovakia
2466,Sofia Carson - Come Back Home,6,,42,,26057,117240,Slovakia
2467,Konfuz - Ратата,8,,64,,18321,117102,Slovakia
2468,Dalyb - nikoho,7,,38,,32440,117054,Slovakia
2469,Sia - No New Friends,12,,53,,13888,117024,Slovakia
2470,BONES - AirplaneMode,8,,120,,16892,116959,Slovakia
2471,G1nter - Throwaways,3,,44,,48995,116924,Slovakia
2472,Kali - Miliónkrát,9,,83,,16272,116745,Slovakia
2473,Eminem - Not Alike,9,1.0,7,,30546,116512,Slovakia
2474,Billie Eilish - my future,6,,18,,31047,116383,Slovakia
2475,Daniel Šafařík - Mám tě v píči!!,8,,119,,17026,116325,Slovakia
2476,Ariana Grande - Santa Baby,11,,49,,19103,116280,Slovakia
2477,Avicii - The Days,30,8.0,1,(x1),8168,116238,Slovakia
2478,Calin - Nedojdu sám,7,,41,,27826,116199,Slovakia
2479,Majk Spirit - LET'S GO,6,,108,,22227,116119,Slovakia
2480,Dirty Heads - Vacation,10,,124,,13187,116055,Slovakia
2481,Ektor - Traphouse,4,,47,,33441,115931,Slovakia
2482,6ix9ine - BEBE,12,,43,,13634,115928,Slovakia
2483,Marián Kochanský - Každý deň budú vraj Vianoce,8,,29,,35757,115885,Slovakia
2484,Amaarae - SAD GIRLZ LUV MONEY Remix,5,,31,,29325,115867,Slovakia
2485,Dorian - Silnej hlad,4,,99,,32112,115850,Slovakia
2486,Viktor Sheen - Co lidi udělaj,4,,21,,47891,115848,Slovakia
2487,Eminem - Those Kinda Nights,6,,23,,37986,115840,Slovakia
2488,Nik Tendo - Mix Emocí,5,,13,,44293,115198,Slovakia
2489,Post Malone - Ball For Me,15,,16,,17712,115049,Slovakia
2490,"Yzomandias - Lui, Gucci, Fendi",11,,45,,17073,114993,Slovakia
2491,Sam Hunt - Body Like A Back Road,26,,51,,7129,114974,Slovakia
2492,The Game - Hate It Or Love It,7,,121,,18473,114870,Slovakia
2493,Raphael - Ambície,4,,32,,42093,114870,Slovakia
2494,Kent Jones - Don't Mind,21,,34,,8609,114664,Slovakia
2495,Pil C - Chlad,4,,16,,45021,114614,Slovakia
2496,Labrinth - I'm Tired,6,,32,,29337,114578,Slovakia
2497,Bad Bunny - NUEVAYoL,4,,97,,31946,114576,Slovakia
2498,Kali - Uvolni Sa,16,,118,,8130,114562,Slovakia
2499,Cardi B - Bodak Yellow,17,,43,,9466,114321,Slovakia
2500,Dame - SORRY,3,,34,,50127,114316,Slovakia
2501,Robin Schulz - Headlights,45,5.0,9,,5456,114203,Slovakia
2502,Katy Perry - Harleys In Hawaii,9,,42,,17075,114146,Slovakia
2503,Viktor Sheen - Cizí sny,11,,13,,22478,114111,Slovakia
2504,Samey - lipa,5,,27,,38880,114044,Slovakia
2505,Shimmi - YAK,5,,19,,38936,113999,Slovakia
2506,Ed Sheeran - What Do I Know?,22,,14,,20236,113794,Slovakia
2507,NEIKED - Sexual,29,,62,,6105,113789,Slovakia
2508,DMS - Tento Klub,10,,22,,17535,113601,Slovakia
2509,Yzomandias - Heavy Tutti Guap,5,,12,,51025,113577,Slovakia
2510,Duklock - HALÓ,7,,46,,23452,113515,Slovakia
2511,OMI - Hula Hoop,38,,26,,5249,113508,Slovakia
2512,Miro Žbirka - Atlantida,4,,16,,41855,113264,Slovakia
2513,David Guetta - Dangerous,22,10.0,3,(x3),8029,113033,Slovakia
2514,Pil C - Dizzy,4,,14,,46687,113021,Slovakia
2515,Yzomandias - Kokalero,13,,27,,13945,113015,Slovakia
2516,Lil ASH - Generácia,7,,73,,19510,113009,Slovakia
2517,Majself - Mám To Rád,19,,104,,7623,112987,Slovakia
2518,Møme - Aloha,33,,57,,4627,112862,Slovakia
2519,G-Eazy - Lady Killers II - Christoph Andersson Remix,4,,81,,33650,112786,Slovakia
2520,Harry Styles - Little Freak,4,1.0,9,,50848,112671,Slovakia
2521,Yzomandias - Cops & Opps,5,,15,,47839,112579,Slovakia
2522,Dimitri Vegas & Like Mike - Complicated,24,,65,,6741,112461,Slovakia
2523,Viktor Sheen - pro love,4,,22,,46940,112358,Slovakia
2524,Maty Noyes - in my miNd,23,,39,,7006,112343,Slovakia
2525,Lauv - The Other,18,,35,,10342,112310,Slovakia
2526,KYLE - iSpy,18,,39,,9197,112282,Slovakia
2527,Rammstein - Du hast,4,,30,,39325,112175,Slovakia
2528,Sigala - Easy Love,37,,15,,6840,111831,Slovakia
2529,Justin Bieber - Company,46,,47,,4880,111799,Slovakia
2530,NOTD - I Wanna Know,16,,47,,10413,111720,Slovakia
2531,Coldplay - feelslikeimfallinginlove,4,,105,,32419,111588,Slovakia
2532,Nicky Jam - Live It Up - Official Song 2018 FIFA World Cup Russia,15,,53,,9662,111106,Slovakia
2533,Samey - Pull Up,12,,17,,21248,110907,Slovakia
2534,Saul - Krv,5,,48,,36301,110619,Slovakia
2535,Vicetone - Astronomia,8,,64,,18611,110601,Slovakia
2536,Carly Rae Jepsen - Call Me Maybe,5,,159,,23156,110388,Slovakia
2537,One Direction - Night Changes,21,,17,,38635,110349,Slovakia
2538,XXXTENTACION - BAD!,9,,21,,19756,110324,Slovakia
2539,Macklemore & Ryan Lewis - Downtown,32,,16,,6762,110265,Slovakia
2540,Ego - Hola,5,,24,,41944,110207,Slovakia
2541,Rihanna - FourFiveSeconds,41,4.0,2,(x1),11931,110112,Slovakia
2542,Gleb - MR.FEAT,4,,60,,34507,110105,Slovakia
2543,Zayo - LOW&HIGH,6,1.0,8,,36827,109985,Slovakia
2544,Radikal Chef - Nepijete viacej vody,10,,25,,18592,109968,Slovakia
2545,Saul - Motýľ,10,,30,,21826,109857,Slovakia
2546,Dame - Veril,6,,19,,35649,109826,Slovakia
2547,Taylor Swift - Lover,8,,16,,22201,109788,Slovakia
2548,Impulz - Čo robíme zle?,5,,84,,24371,109758,Slovakia
2549,Calin - No Security,4,,20,,43668,109593,Slovakia
2550,DMS - Des Mech Celi,9,,21,,18178,109569,Slovakia
2551,Eslabon Armado - Ella Baila Sola,5,,86,,25341,109560,Slovakia
2552,Chris Brown - Go Crazy,10,,142,,12244,109528,Slovakia
2553,Separ - Hood Hero (Remix),6,,31,,33680,109395,Slovakia
2554,Eminem - Stan,8,,158,,16113,109366,Slovakia
2555,Separ - Vždycky Bol,22,,47,,10060,109357,Slovakia
2556,Taylor Swift - Lavender Haze,4,,20,,43493,109256,Slovakia
2557,Trevor Daniel - Past Life,8,,80,,17568,109188,Slovakia
2558,Don Toliver - Private Landing,5,,123,,23476,109108,Slovakia
2559,Ed Sheeran - Sing,40,8.0,4,,4789,108944,Slovakia
2560,Nerieš - Kruhy,4,,112,,29253,108910,Slovakia
2561,Travis Scott - TOPIA TWINS,3,,15,,57419,108785,Slovakia
2562,Emma Drobna - Yeah Baby!,9,,102,,13913,108775,Slovakia
2563,Emmy Meli - I AM WOMAN,7,,137,,17191,108764,Slovakia
2564,Calin - Fresh Fade,3,,41,,54561,108747,Slovakia
2565,BLACKPINK - Kill This Love,8,,16,,21393,108747,Slovakia
2566,Lil Peep - Awful Things,20,,40,,10897,108731,Slovakia
2567,Halsey - New Americana,32,,24,,5362,108722,Slovakia
2568,Porsche Boy - k a m i k a z e . m o o d,6,,41,,29494,108667,Slovakia
2569,DMS - Nemám čas,10,,32,,16065,108612,Slovakia
2570,Fall Out Boy - Centuries,54,,12,,6684,108611,Slovakia
2571,Imagine Dragons - On Top Of The World,58,,16,,21855,108566,Slovakia
2572,Halsey - Nightmare,6,1.0,7,,31051,108533,Slovakia
2573,Travis Scott - ESCAPE PLAN,4,,13,,49038,108509,Slovakia
2574,Kali - Aj ty,9,,57,,15990,108498,Slovakia
2575,Calin - ILOVEIT,3,,86,,44565,108391,Slovakia
2576,Ben Cristovao - Aleiaio,11,,57,,12348,108373,Slovakia
2577,Tory Lanez - The Color Violet,6,,97,,19501,108230,Slovakia
2578,Pil C - Predmet záujmu,3,,30,,52575,108227,Slovakia
2579,OMI - Cheerleader - Felix Jaehn Remix Radio Edit,43,,29,,4998,108024,Slovakia
2580,Lil Peep - Benz Truck - гелик,20,,41,,10830,107727,Slovakia
2581,Momo - Skúšky,5,,42,,31373,107508,Slovakia
2582,Momo - Dravec,4,,16,,42329,107367,Slovakia
2583,G1nter - Wannabe's,3,,46,,47441,107309,Slovakia
2584,Yzomandias - JTNJD All-Star MegaRemix,6,,13,,36251,107188,Slovakia
2585,Hozier - Eat Your Young,4,,41,,34986,107100,Slovakia
2586,Shawn Mendes - Youth feat. Khalid,12,1.0,10,,20422,107008,Slovakia
2587,James Arthur - Naked,17,,62,,7664,106871,Slovakia
2588,Wes Nelson - Nice To Meet Ya,7,,82,,17721,106599,Slovakia
2589,YG Marley - Praise Jah In The Moonlight,4,,73,,29937,106593,Slovakia
2590,P T K - KDO SOU,4,,38,,32037,106546,Slovakia
2591,YUNGBLUD - 11 Minutes,8,,17,,20460,106232,Slovakia
2592,Jason Derulo - If It Ain't Love,20,,35,,7799,106222,Slovakia
2593,Kendrick Lamar - N95,4,,14,,43244,106187,Slovakia
2594,Tublatanka - Podme bratia do Betlehema,4,,86,,45554,106144,Slovakia
2595,Vice - Obsession,20,,37,,9835,105984,Slovakia
2596,Shimmi - ???????????,4,,86,,33550,105757,Slovakia
2597,Yzomandias - Ve Výšce,5,,17,,44504,105626,Slovakia
2598,Jon Lajoie - Everyday Normal Guy 2,7,,105,,17356,105619,Slovakia
2599,Pil C - Tony Stark,4,,19,,40447,105497,Slovakia
2600,Andy Grammer - Fresh Eyes,18,,29,,8033,105438,Slovakia
2601,"Dean Martin - Baby, It's Cold Outside",9,,113,,21430,105414,Slovakia
2602,ZAYN - LIKE I WOULD,18,,21,,9505,105405,Slovakia
2603,USHER - DJ Got Us Fallin' In Love,4,,87,,34186,105394,Slovakia
2604,Nathan Evans - Wellerman - Sea Shanty,9,,124,,12817,105376,Slovakia
2605,Taylor Swift - Is It Over Now? (Taylor's Version) (From The Vault),4,,32,,37243,105293,Slovakia
2606,Separ - Gojira,22,,58,,9010,105278,Slovakia
2607,Post Malone - A Thousand Bad Times,7,,27,,28905,105244,Slovakia
2608,DMS - Slvdslv,8,,35,,22985,105241,Slovakia
2609,Zedd - Good Thing,8,,51,,15370,105211,Slovakia
2610,Frank Sinatra - Have Yourself A Merry Little Christmas - Remastered,4,,96,,42900,105173,Slovakia
2611,Ariana Grande - Focus,20,3.0,8,,9359,105137,Slovakia
2612,Matt Terry - Sucker for You,17,,56,,10087,105119,Slovakia
2613,Meghan Trainor - Like I'm Gonna Lose You,33,,23,,5667,105106,Slovakia
2614,Playboi Carti - TOXIC,2,,15,,76136,105104,Slovakia
2615,Rae Sremmurd - Powerglide,14,,57,,9811,104966,Slovakia
2616,American Authors - Best Day Of My Life,49,,15,,3535,104951,Slovakia
2617,Calin - Perfect Week,9,,68,,15230,104950,Slovakia
2618,Ektor - Jaxem řek,4,,58,,31055,104726,Slovakia
2619,Ektor - Ještě chvíli,4,,53,,31942,104645,Slovakia
2620,Samey - svet je tvoj,4,,26,,39866,104626,Slovakia
2621,Avicii - Hey Brother,43,14.0,2,(x6),13022,104611,Slovakia
2622,Playboi Carti - MOJO JOJO,2,,12,,80297,104443,Slovakia
2623,Post Malone - Paranoid,8,2.0,5,,28268,104320,Slovakia
2624,Ruth B. - Dandelions,8,,164,,13662,104273,Slovakia
2625,"Tyler, The Creator - St. Chroma",3,,45,,44065,104032,Slovakia
2626,Viktor Sheen - Wild Hunt,5,,23,,39299,103882,Slovakia
2627,P T K - GOLDEN HILL,4,,41,,32081,103868,Slovakia
2628,¥$ - BACK TO ME,3,,24,,50022,103831,Slovakia
2629,David Guetta - Better When You're Gone,13,,88,,10410,103592,Slovakia
2630,Pil C - Princezny a Zámky,16,1.0,8,,19217,103350,Slovakia
2631,Arcane - To Ashes and Blood - from the series Arcane League of Legends,3,,92,,39933,102974,Slovakia
2632,Goodboys - Bongo Cha Cha Cha,8,,127,,13753,102948,Slovakia
2633,Dalyb - HUF,6,,32,,34287,102947,Slovakia
2634,LP - Girls Go Wild,13,,130,,9810,102853,Slovakia
2635,P T K - SILENT KILL,4,,53,,29924,102791,Slovakia
2636,Oliver Tree - Miss You - Sped Up Version,5,,61,,23937,102738,Slovakia
2637,Charlie Puth - Marvin Gaye,30,,20,,6082,102672,Slovakia
2638,Eminem - You Gon’ Learn,5,,22,,38122,102571,Slovakia
2639,Hard Rico - 21 LET (Intro),3,,32,,47636,102443,Slovakia
2640,Alle Farben - Fading,14,,134,,8119,102430,Slovakia
2641,The Pogues - Fairytale of New York,10,,96,,20875,102129,Slovakia
2642,MIKOLAS - Lalalalalalalalalala,9,,150,,13021,102105,Slovakia
2643,SIMILIVINLIFE - Hot AF,6,,76,,23537,102104,Slovakia
2644,Momo - Zlá aj dobrá správa,6,,23,,30908,102104,Slovakia
2645,Isaiah Firebrace - It's Gotta Be You,21,,44,,8150,101990,Slovakia
2646,Dawe White - Lalapampam,5,,118,,21644,101942,Slovakia
2647,Travis Scott - MODERN JAM,3,,13,,58328,101901,Slovakia
2648,Zayo - HITLO MA,7,,39,,27315,101852,Slovakia
2649,Lil Wayne - She Will,4,,140,,26296,101684,Slovakia
2650,Taylor Swift - ...Ready For It?,14,,20,,15300,101680,Slovakia
2651,Frayer Flexking - Stokárske R/N/B,7,,57,,27291,101638,Slovakia
2652,Viktor Sheen - No Hands,4,,28,,41310,101637,Slovakia
2653,Lil Uzi Vert - P2,9,,73,,16469,101612,Slovakia
2654,Tom Walker - Just You and I,10,,59,,12491,101445,Slovakia
2655,Robin Zoot - Western,4,,48,,33897,101435,Slovakia
2656,Labrinth - All For Us,6,,63,,20777,101314,Slovakia
2657,Bo Burnham - Bezos I,7,,78,,18435,101284,Slovakia
2658,Mac Miller - Good News,5,,37,,28468,101137,Slovakia
2659,Kendrick Lamar - LOVE. FEAT. ZACARI.,16,,41,,8578,101113,Slovakia
2660,MILION+ - KILO,10,,17,,22453,101020,Slovakia
2661,J Balvin - UN DIA (ONE DAY) (Feat. Tainy),8,,95,,15215,100974,Slovakia
2662,Juice WRLD - Empty Out Your Pockets,3,,105,,36490,100936,Slovakia
2663,Nerieš - Zase my,2,,25,,69098,100921,Slovakia
2664,REDZED - Straight Outta Flames,8,,135,,13577,100877,Slovakia
2665,Radikal Chef - Čaká nás Hollywood,6,,69,,19883,100813,Slovakia
2666,BLACKPINK - How You Like That,6,,31,,26130,100809,Slovakia
2667,DMS - Lebo,8,,42,,20100,100770,Slovakia
2668,The Weeknd - False Alarm,22,,22,,10182,100737,Slovakia
2669,Donny Hathaway - This Christmas,6,,105,,23825,100663,Slovakia
2670,Alok - Deep Down,7,,144,,15446,100658,Slovakia
2671,Cardi B - Please Me,8,,22,,19681,100459,Slovakia
2672,Sima - Kabrio,11,,67,,12433,100355,Slovakia
2673,"Flo Rida - I Don't Like It, I Love It",34,,11,,6509,100209,Slovakia
2674,Taylor Swift - Midnight Rain,4,,28,,37612,100169,Slovakia
2675,Stanaj - Romantic - NOTD Remix,20,,31,,9796,100151,Slovakia
2676,Robin Zoot - Sezóna,2,,22,,65035,100133,Slovakia
2677,Gleb - Z lavičky na gauč intro,6,,14,,40680,100051,Slovakia
2678,Jennifer Lopez - Ain't Your Mama,31,,56,,4714,100022,Slovakia
2679,Taomi - VŠETKO ZLE?,9,,44,,18807,100020,Slovakia
2680,Anuel AA - China,9,,53,,12866,100007,Slovakia
2681,SpecialBeatz - Embargo,7,,38,,24198,99887,Slovakia
2682,Luciano - Bamba,6,,104,,18576,99761,Slovakia
2683,Lil Nas X - Rodeo,7,,31,,21604,99666,Slovakia
2684,Loko Loko - Dobre môj,5,,26,,30542,99593,Slovakia
2685,Ektor - Hodně styl,6,,133,,22549,99563,Slovakia
2686,Migos - Bad and Boujee,22,,39,,7880,99313,Slovakia
2687,Twenty One Pilots - Jumpsuit,14,,29,,15139,99235,Slovakia
2688,Gene Autry - Here Comes Santa Claus (Right Down Santa Claus Lane),7,,128,,32041,99224,Slovakia
2689,Saul - Stále Ale Môžeme Ožiť,2,,26,,68572,99184,Slovakia
2690,Travis Scott - GOD'S COUNTRY,3,,22,,54103,98908,Slovakia
2691,SUICIDAL-IDOL - ecstacy,5,,110,,22217,98886,Slovakia
2692,Pavol Habera - List Jeziskovi (Mistletoe And Wine),5,,42,,31877,98695,Slovakia
